"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.909366111E1,3.440280676E0,-1.237268734E1,-3.879363835E-1
1.909605699E1,3.512065411E0,-1.217647648E1,-4.262215197E-1
1.909845205E1,3.593421459E0,-1.201585770E1,-5.626124144E-1
1.910084715E1,3.468994617E0,-1.175743294E1,-8.548358679E-1
1.910324309E1,3.141177893E0,-1.142931747E1,-1.213759303E0
1.910563897E1,2.743670225E0,-1.114696407E1,-1.644766450E0
1.910803403E1,2.329412937E0,-1.092173958E1,-2.080559254E0
1.911042913E1,1.848156333E0,-1.076620674E1,-2.540280342E0
1.911282507E1,1.299900889E0,-1.062742233E1,-3.002095222E0
1.911522095E1,7.061817646E-1,-1.051974583E1,-3.440280676E0
1.911761600E1,5.982056633E-2,-1.047428226E1,-3.746861219E0
1.912001111E1,-5.315057039E-1,-1.048385334E1,-4.053142548E0
1.912240699E1,-1.122832060E0,-1.046231747E1,-4.242474556E0
1.912480288E1,-1.723729610E0,-1.040967560E1,-4.319045067E0
1.912719798E1,-2.324627161E0,-1.039531898E1,-4.316651821E0
1.912959309E1,-2.947060108E0,-1.039531898E1,-4.189533234E0
1.913198897E1,-3.591028690E0,-1.040728283E1,-3.940679789E0
1.913438486E1,-4.240081787E0,-1.043838978E1,-3.528815269E0
1.913677996E1,-4.711467743E0,-1.051256752E1,-3.071486950E0
1.913917507E1,-4.941477776E0,-1.065374374E1,-2.588136673E0
1.914157095E1,-5.120939732E0,-1.086909771E1,-2.147558212E0
1.914396684E1,-5.183153152E0,-1.114217854E1,-1.575374603E0
1.914636189E1,-5.254937649E0,-1.145563793E1,-1.027119160E0
1.914875699E1,-5.427519798E0,-1.182443237E1,-5.267201066E-1
1.915115293E1,-5.614160061E0,-1.221954727E1,-4.785645287E-3
1.915354882E1,-5.793622017E0,-1.262154102E1,5.578267574E-1
1.915594387E1,-5.985346794E0,-1.301904869E1,1.165902853E0
1.915833897E1,-6.200700760E0,-1.336870003E1,1.704586983E0
1.916073491E1,-6.416054726E0,-1.361037540E1,2.207378864E0
1.916313080E1,-6.504888535E0,-1.388106346E1,2.597707987E0
1.916552585E1,-6.464210510E0,-1.413948822E1,2.810669184E0
1.916792095E1,-6.435197353E0,-1.435992718E1,2.841775894E0
1.917031684E1,-6.363412857E0,-1.453699589E1,2.860918522E0
1.917271272E1,-6.227021694E0,-1.465185165E1,3.033201694E0
1.917510783E1,-6.011667728E0,-1.463749409E1,3.126821041E0
1.917750293E1,-5.578267574E0,-1.454656696E1,3.054737091E0
1.917989882E1,-5.082654476E0,-1.433360577E1,2.872882605E0
1.918229470E1,-4.862514496E0,-1.407966709E1,2.578565598E0
1.918468981E1,-5.001298428E0,-1.370369530E1,2.214557409E0
1.918708491E1,-5.379663467E0,-1.330648708E1,1.754836321E0
1.918948080E1,-5.403591633E0,-1.304537010E1,1.275972724E0
1.919187668E1,-4.455435753E0,-1.280130196E1,1.651944876E0
1.919427173E1,-2.992523909E0,-1.248993587E1,2.643171787E0
1.919666684E1,-1.601695657E0,-1.210229874E1,2.925524712E0
1.919906278E1,-5.386841893E-1,-1.172154045E1,2.520838737E0
1.920145866E1,1.507478207E-1,-1.151575851E1,1.931905150E0
1.920385371E1,7.899305820E-1,-1.150618649E1,1.584945917E0
1.920624882E1,1.333400369E0,-1.155882931E1,1.345364571E0
1.920864475E1,1.680658817E0,-1.166889858E1,8.428717852E-1
1.921104059E1,2.185843468E0,-1.183161068E1,3.879363835E-1
1.921343569E1,2.813062191E0,-1.207358456E1,7.178467698E-3
1.921583080E1,3.423531055E0,-1.239183044E1,-2.874378264E-1
1.921822668E1,3.868895054E0,-1.263619709E1,-4.980062246E-1
1.922062257E1,4.201497555E0,-1.285633659E1,-7.612167001E-1
1.922301767E1,4.386044025E0,-1.298794174E1,-1.122832060E0
1.922541278E1,4.508078098E0,-1.306929779E1,-1.503589988E0
1.922780866E1,4.579862595E0,-1.311476135E1,-1.788335800E0
1.923020455E1,4.539184570E0,-1.315304661E1,-2.006381750E0
1.923259965E1,4.378865242E0,-1.312433338E1,-2.035095692E0
1.923499475E1,4.216153622E0,-1.304537010E1,-1.807478428E0
1.923739064E1,4.036392689E0,-1.295444298E1,-1.364507079E0
1.923978652E1,3.873680830E0,-1.291615772E1,-8.907282352E-1
1.924218158E1,3.602992773E0,-1.280130196E1,-4.118646085E-1
1.924457668E1,3.210569859E0,-1.252822113E1,-2.871387079E-2
1.924697262E1,2.753241539E0,-1.222194004E1,1.316052526E-1
1.924936850E1,2.358126640E0,-1.192253780E1,2.898306549E-1
1.925176356E1,2.068595171E0,-1.167368412E1,7.133602500E-1
1.925415866E1,1.740479350E0,-1.144845963E1,1.067797065E0
1.925655460E1,1.381256819E0,-1.104646587E1,1.249651670E0
1.925895043E1,1.096511006E0,-1.066331482E1,1.371685624E0
1.926134554E1,7.923234105E-1,-1.032802105E1,1.429412484E0
1.926374064E1,5.243272781E-1,-1.006480980E1,1.496411443E0
1.926613652E1,2.799602449E-1,-9.914062500E0,1.563410521E0
1.926853241E1,-2.392822644E-3,-9.700801849E0,1.594517231E0
1.927092752E1,-2.703889608E-1,-9.526125908E0,1.498804331E0
1.927332262E1,-5.626124144E-1,-9.282057762E0,1.323829174E0
1.927571850E1,-9.002995491E-1,-9.087940216E0,1.086939692E0
1.927811439E1,-1.177866936E0,-8.903693199E0,9.002995491E-1
1.928050949E1,-1.383649707E0,-8.805587769E0,7.755736113E-1
1.928290460E1,-1.642373681E0,-8.731410027E0,6.487540603E-1
1.928530048E1,-1.840977907E0,-8.676075935E0,5.243272781E-1
1.928769637E1,-1.970489502E0,-8.597112656E0,4.166502357E-1
1.929009142E1,-1.982453585E0,-8.546863556E0,4.046861231E-1
1.929248652E1,-2.075773716E0,-8.470293045E0,3.735794425E-1
1.929488246E1,-2.212164640E0,-8.372187614E0,3.400799036E-1
1.929727835E1,-2.391626120E0,-8.216653824E0,3.400799036E-1
1.929967340E1,-2.643171787E0,-7.993822098E0,3.329014480E-1
1.930206850E1,-2.667099953E0,-7.814360619E0,4.692923427E-1
1.930446444E1,-2.573779821E0,-7.644470215E0,6.678966284E-1
1.930686028E1,-2.602493763E0,-7.400103092E0,7.731808424E-1
1.930925538E1,-3.177070379E0,-6.854240417E0,7.947162390E-1
1.931165048E1,-3.023630619E0,-6.653243542E0,9.170492887E-1
1.931404642E1,-2.937488794E0,-6.540780544E0,8.377870321E-1
1.931644225E1,-2.947060108E0,-6.368198395E0,6.391827464E-1
1.931883736E1,-3.016452074E0,-6.193522453E0,4.716851711E-1
1.932123246E1,-3.083451033E0,-5.942276001E0,3.113660514E-1
1.932362835E1,-3.112463951E0,-5.683551788E0,2.153540403E-1
1.932602423E1,-3.124428272E0,-5.360520840E0,1.698904037E-1
1.932841934E1,-3.145963669E0,-4.984548569E0,1.459621787E-1
1.933081444E1,-3.200998545E0,-4.651647091E0,1.004985496E-1
1.933321033E1,-3.129213810E0,-4.548755646E0,5.982056633E-2
1.933560621E1,-3.119642496E0,-4.445864677E0,4.067798331E-2
1.933800127E1,-2.968595505E0,-4.457828522E0,-2.632104978E-2
1.934039637E1,-2.846561670E0,-4.491328239E0,-1.100698411E-1
1.934279231E1,-2.726920605E0,-4.601397991E0,-1.363908947E-1
1.934518819E1,-2.614457846E0,-4.709074974E0,-1.938186288E-1
1.934758324E1,-2.537887573E0,-4.821836948E0,-2.584248483E-1
1.934997835E1,-2.444268227E0,-4.955834866E0,-2.392822653E-1
1.935237429E1,-2.425125837E0,-4.986941338E0,-1.459621787E-1
1.935477017E1,-2.298306227E0,-5.101797104E0,-9.092725813E-2
1.935716522E1,-2.099701881E0,-5.302793980E0,-2.392822644E-3
1.935956033E1,-2.080559254E0,-5.372485161E0,1.052841991E-1
1.936195626E1,-2.274377823E0,-5.254937649E0,1.866401732E-1
1.936435210E1,-2.403590441E0,-5.264508724E0,5.503492057E-2
1.936674720E1,-2.307877541E0,-5.389235020E0,-1.196411327E-1
1.936914231E1,-2.315055847E0,-5.398806095E0,-1.387837082E-1
1.937153819E1,-2.338984251E0,-5.329114914E0,-1.004985496E-1
1.937393408E1,-2.269592285E0,-5.295615673E0,-7.178467698E-3
1.937632918E1,-2.274377823E0,-5.269294739E0,8.135596663E-2
1.937872429E1,-2.200200319E0,-5.305186749E0,1.483550072E-1
1.938112017E1,-2.190629244E0,-5.350949764E0,1.483550072E-1
1.938351606E1,-2.271985054E0,-5.362913609E0,1.914258152E-1
1.938591111E1,-2.343769789E0,-5.175974369E0,3.472583890E-1
1.938830621E1,-2.604886532E0,-5.269294739E0,2.970091105E-1
1.939070215E1,-2.444268227E0,-5.384449005E0,1.866401732E-1
1.939309804E1,-2.451446772E0,-5.516054630E0,1.124626622E-1
1.939549309E1,-2.494517565E0,-5.568696499E0,5.982056633E-2
1.939788819E1,-2.927917719E0,-5.408377171E0,5.742774159E-2
1.940028413E1,-2.767598391E0,-5.461019516E0,1.196411345E-2
1.940268002E1,-2.401197433E0,-5.709873199E0,-1.339980662E-1
1.940507507E1,-2.224128723E0,-5.968596935E0,-3.041875660E-1
1.940747017E1,-2.154736757E0,-6.081059456E0,-4.788636267E-1
1.940986611E1,-2.252842426E0,-5.982954025E0,-5.841478109E-1
1.941226194E1,-2.274377823E0,-5.903990746E0,-7.277171612E-1
1.941465705E1,-2.233700037E0,-5.796014786E0,-8.644071817E-1
1.941705215E1,-2.248056889E0,-5.595017433E0,-9.553344250E-1
1.941944804E1,-2.214557409E0,-5.482554913E0,-1.086939692E0
1.942184392E1,-2.283949137E0,-5.329114914E0,-1.213759303E0
1.942423903E1,-2.078166485E0,-5.355735302E0,-1.359721422E0
1.942663413E1,-1.965703845E0,-5.549553871E0,-1.532303810E0
1.942903002E1,-2.023131609E0,-5.568696499E0,-1.668694735E0
1.943142590E1,-2.166700840E0,-5.508875847E0,-1.812264085E0
1.943382095E1,-2.528316259E0,-5.164010525E0,-1.958226204E0
1.943621606E1,-2.456232548E0,-5.144867897E0,-2.049452543E0
1.943861199E1,-2.087737799E0,-5.432305813E0,-2.224128723E0
1.944100788E1,-1.970489502E0,-5.611767292E0,-2.362912416E0
1.944340293E1,-1.896012783E0,-5.834300041E0,-2.542673111E0
1.944579804E1,-1.994417667E0,-5.970989704E0,-2.722134829E0
1.944819397E1,-1.982453585E0,-6.145665646E0,-2.911167860E0
1.945058986E1,-1.960619092E0,-6.250949860E0,-3.093321562E0
1.945298491E1,-1.912762642E0,-6.404090881E0,-3.253640652E0
1.945538002E1,-1.773978829E0,-6.600601196E0,-3.416352510E0
1.945777595E1,-1.905584097E0,-6.689135551E0,-3.670290947E0
1.946017184E1,-2.054238319E0,-6.753741741E0,-3.907180309E0
1.946256689E1,-2.133201361E0,-6.930810928E0,-4.091427803E0
1.946496199E1,-1.977667928E0,-7.239784241E0,-4.218546391E0
1.946735788E1,-1.848156333E0,-7.474280834E0,-4.304687977E0
1.946975376E1,-1.422233939E0,-7.960322857E0,-4.486542225E0
1.947214887E1,-1.321436286E0,-8.099106789E0,-4.520041943E0
1.947454397E1,-1.462911963E0,-8.015357971E0,-4.673182487E0
1.947693986E1,-1.345364571E0,-7.960322857E0,-4.785944462E0
1.947933574E1,-1.197009563E0,-8.003393173E0,-4.805087090E0
1.948173085E1,-7.372884750E-1,-8.118248940E0,-4.778766155E0
1.948412595E1,-3.448655605E-1,-8.281260490E0,-4.862514496E0
1.948652184E1,-1.674975827E-2,-8.410472870E0,-4.855336189E0
1.948891772E1,2.632105052E-1,-8.601898193E0,-4.886443138E0
1.949131283E1,5.841478109E-1,-8.733802795E0,-4.941477776E0
1.949370793E1,7.325028181E-1,-8.891729355E0,-5.027619362E0
1.949610382E1,9.936196208E-1,-9.042476654E0,-5.080261707E0
1.949849970E1,7.660023570E-1,-8.965906143E0,-5.156831741E0
1.950089475E1,1.446162224E0,-9.131011009E0,-5.092225552E0
1.950328986E1,2.329412937E0,-9.492626190E0,-5.006083965E0
1.950568580E1,2.961417198E0,-9.770194054E0,-5.154438972E0
1.950808168E1,3.253640652E0,-9.880562782E0,-5.362913609E0
1.951047673E1,3.332603693E0,-9.930811882E0,-5.606981754E0
1.951287184E1,3.327818155E0,-9.933204651E0,-5.731408596E0
1.951526778E1,3.337389469E0,-9.997811317E0,-5.824728489E0
1.951766361E1,3.521636724E0,-1.008634567E1,-5.966204166E0
1.952005871E1,3.461816072E0,-1.018445110E1,-6.085845470E0
1.952245382E1,2.980559587E0,-1.022512913E1,-6.260521412E0
1.952484970E1,3.543172121E0,-1.047667503E1,-6.255735874E0
1.952724559E1,4.093820572E0,-1.085234833E1,-6.365805626E0
1.952964069E1,4.165605068E0,-1.116849995E1,-6.643671989E0
1.953203580E1,4.448257446E0,-1.165693474E1,-6.832705021E0
1.953443168E1,4.903192520E0,-1.233679581E1,-6.921239376E0
1.953682757E1,5.266901970E0,-1.296401405E1,-7.002595425E0
1.953922267E1,5.343770981E0,-1.343330669E1,-7.089035988E0
1.954161778E1,5.271687508E0,-1.372044468E1,-7.199106216E0
1.954401366E1,5.003691196E0,-1.401266861E1,-7.282855034E0
1.954640955E1,4.744967461E0,-1.412273788E1,-7.220641613E0
1.954880460E1,4.675575256E0,-1.423280811E1,-7.110571384E0
1.955119970E1,4.979763031E0,-1.434556961E1,-6.897311211E0
1.955359564E1,4.915156841E0,-1.451785278E1,-6.777669907E0
1.955599152E1,4.963013172E0,-1.475713539E1,-6.880561352E0
1.955838658E1,4.891228676E0,-1.482413483E1,-6.882954121E0
1.956078168E1,4.369294167E0,-1.475713539E1,-6.856633186E0
1.956317762E1,3.900001764E0,-1.454895973E1,-6.835097790E0
1.956557350E1,3.564707518E0,-1.435514164E1,-6.662814617E0
1.956796856E1,3.222533941E0,-1.409163189E1,-6.468996048E0
1.957036366E1,3.028416157E0,-1.381167126E1,-6.291627884E0
1.957275960E1,2.903989315E0,-1.353141212E1,-6.107380867E0
1.957515543E1,2.635993242E0,-1.316979694E1,-6.016453266E0
1.957755054E1,2.758027315E0,-1.291376495E1,-5.843871117E0
1.957994564E1,2.827419043E0,-1.260718441E1,-5.709873199E0
1.958234152E1,2.650350094E0,-1.219561863E1,-5.712265968E0
1.958473741E1,2.343769789E0,-1.174786186E1,-5.705087185E0
1.958713252E1,1.989632010E0,-1.126660538E1,-5.664409637E0
1.958952762E1,1.630409479E0,-1.069681454E1,-5.547161102E0
1.959192350E1,1.194616675E0,-1.017009449E1,-5.417948723E0
1.959431939E1,7.085745931E-1,-9.617053032E0,-5.274080276E0
1.959671449E1,6.460621208E-2,-8.987442017E0,-5.159224510E0
1.959910960E1,-6.176473498E-1,-8.585148811E0,-5.046761990E0
1.960150548E1,-5.961119533E-1,-8.451150894E0,-4.771587372E0
1.960390137E1,-9.912267923E-1,-8.489435196E0,-4.445864677E0
1.960629642E1,-1.635195136E0,-8.544470787E0,-4.235296249E0
1.960869152E1,-2.305484533E0,-8.683254242E0,-4.017250061E0
1.961108746E1,-3.042773008E0,-8.819944382E0,-3.804288864E0
1.961348335E1,-3.646063566E0,-9.131011009E0,-3.801896095E0
1.961587840E1,-3.452244759E0,-9.813264847E0,-3.569493294E0
1.961827350E1,-3.878466368E0,-1.031844902E1,-3.258426189E0
1.962066944E1,-4.472185612E0,-1.069442177E1,-3.105285645E0
1.962306533E1,-4.563112736E0,-1.122832012E1,-2.856132984E0
1.962546038E1,-5.008476734E0,-1.158275700E1,-2.631207705E0
1.962785548E1,-5.449055195E0,-1.188425255E1,-2.386840582E0
1.963025142E1,-5.726622581E0,-1.220040417E1,-2.080559254E0
1.963264725E1,-5.673980713E0,-1.273190975E1,-1.783550143E0
1.963504236E1,-5.597410202E0,-1.327059460E1,-1.549053550E0
1.963743746E1,-5.494519234E0,-1.383081436E1,-1.460519075E0
1.963983335E1,-4.898406982E0,-1.444846153E1,-1.395613790E0
1.964222923E1,-4.271188259E0,-1.498475266E1,-1.378864050E0
1.964462434E1,-3.509672642E0,-1.549711609E1,-1.577767372E0
1.964701944E1,-3.282354355E0,-1.580818272E1,-1.508375525E0
1.964941533E1,-3.346960783E0,-1.588236046E1,-1.177866936E0
1.965181121E1,-3.325425386E0,-1.587518215E1,-5.793621540E-1
1.965420632E1,-3.189034462E0,-1.571725559E1,-3.110669367E-2
1.965660142E1,-3.208176851E0,-1.549950886E1,4.381856322E-1
1.965899731E1,-3.227319479E0,-1.522642803E1,7.564310431E-1
1.966139319E1,-3.394817114E0,-1.488903999E1,1.098903775E0
1.966378830E1,-3.581457376E0,-1.452503204E1,1.494018674E0
1.966618340E1,-3.706183195E0,-1.404138279E1,1.848156333E0
1.966857929E1,-3.773182154E0,-1.347637749E1,2.049452543E0
1.967097517E1,-3.854538202E0,-1.283719444E1,2.035095692E0
1.967337022E1,-3.935894251E0,-1.207597733E1,1.855334878E0
1.967576533E1,-4.017250061E0,-1.126899815E1,1.541875124E0
1.967816126E1,-4.105784416E0,-1.048146057E1,1.094118118E0
1.968055715E1,-4.156033993E0,-9.691230774E0,5.506483316E-1
1.968295220E1,-4.158426762E0,-8.896514893E0,-6.221338734E-2
1.968534731E1,-4.053142548E0,-8.115856171E0,-6.152545214E-1
1.968774324E1,-3.978965044E0,-7.498209000E0,-1.127617717E0
1.969013908E1,-3.641277790E0,-7.172784805E0,-1.592124343E0
1.969253418E1,-3.308675528E0,-7.007380962E0,-1.872084618E0
1.969492929E1,-2.930310488E0,-6.933203697E0,-2.037488461E0
1.969732522E1,-2.530709028E0,-6.882954121E0,-1.941476464E0
1.969972106E1,-2.152343988E0,-6.801598549E0,-1.695015788E0
1.970211616E1,-1.726122379E0,-6.701099873E0,-1.211366415E0
1.970451126E1,-1.151545882E0,-6.512066841E0,-5.315057039E-1
1.970690715E1,-6.511468887E-1,-6.253343105E0,1.651047617E-1
1.970930304E1,-1.770688742E-1,-5.992525101E0,7.707880139E-1
1.971169814E1,1.794617027E-1,-5.796014786E0,1.199402332E0
1.971409324E1,3.807578981E-1,-5.595017433E0,1.527518153E0
1.971648913E1,5.913262963E-1,-5.528018475E0,1.726122379E0
1.971888502E1,8.883354068E-1,-5.573482037E0,1.831406593E0
1.972128012E1,9.002995491E-1,-5.492125988E0,1.898405671E0
1.972367522E1,8.353942037E-1,-5.307579517E0,1.972882271E0
1.972607111E1,7.157530785E-1,-5.252544880E0,1.917548299E0
1.972846699E1,5.458626747E-1,-5.214259624E0,1.843370795E0
1.973086205E1,3.831507266E-1,-5.254937649E0,1.819442511E0
1.973325715E1,1.627119333E-1,-5.326722145E0,1.754836321E0
1.973565309E1,-1.411765367E-1,-5.532804012E0,1.594517231E0
1.973804897E1,-4.214358926E-1,-5.774479389E0,1.517946839E0
1.974044403E1,-6.702894568E-1,-6.140880108E0,1.436590910E0
1.974283913E1,-8.234301209E-1,-6.514459610E0,1.438983679E0
1.974523507E1,-9.577272534E-1,-6.914061069E0,1.486840129E0
1.974763095E1,-1.003190875E0,-7.402495861E0,1.508375525E0
1.975002600E1,-9.050851464E-1,-7.969893932E0,1.587338686E0
1.975242111E1,-1.007976532E0,-8.609076500E0,1.525125384E0
1.975481705E1,-1.029511929E0,-9.188439369E0,1.525125384E0
1.975721293E1,-8.811569214E-1,-9.688838005E0,1.623231053E0
1.975960798E1,-8.500502706E-1,-1.011984539E1,1.529910922E0
1.976200309E1,-7.612167001E-1,-1.054128075E1,1.448554993E0
1.976439902E1,-3.855435550E-1,-1.089541912E1,1.520339727E0
1.976679486E1,1.914258115E-2,-1.130249786E1,1.635195136E0
1.976918996E1,3.664009571E-1,-1.160429287E1,1.840977907E0
1.977158507E1,6.367899179E-1,-1.179093266E1,2.054238319E0
1.977398095E1,1.005583763E0,-1.197278690E1,2.334198475E0
1.977637684E1,1.472483277E0,-1.219801140E1,2.726920605E0
1.977877194E1,1.955833435E0,-1.241815090E1,3.014059305E0
1.978116705E1,2.499303341E0,-1.262901878E1,3.435495138E0
1.978356293E1,2.700599432E0,-1.290658665E1,3.399602890E0
1.978595882E1,2.358126640E0,-1.303340626E1,2.829811811E0
1.978835392E1,2.334198475E0,-1.315304661E1,2.427518606E0
1.979074902E1,2.520838737E0,-1.325862980E1,2.154736757E0
1.979314491E1,2.736491680E0,-1.328973675E1,1.960619092E0
1.979554080E1,2.858525753E0,-1.327538013E1,1.711765528E0
1.979793585E1,2.655135870E0,-1.325145149E1,1.180259824E0
1.980033095E1,2.209771633E0,-1.328973675E1,6.607181430E-1
1.980272689E1,1.785943031E0,-1.309561920E1,-5.024927482E-2
1.980512278E1,1.407876968E0,-1.270319653E1,-7.875377536E-1
1.980751783E1,1.091725349E0,-1.236790180E1,-1.242473125E0
1.980991293E1,9.098708034E-1,-1.207119179E1,-1.556231976E0
1.981230887E1,6.822535396E-1,-1.181486130E1,-1.951047778E0
1.981470475E1,3.616153300E-1,-1.156361485E1,-2.348555326E0
1.981709981E1,5.264209956E-2,-1.130010509E1,-2.688635349E0
1.981949491E1,-1.603191197E-1,-1.102732277E1,-2.865704298E0
1.982189085E1,-3.352942765E-1,-1.076859951E1,-2.932703257E0
1.982428673E1,-4.070789516E-1,-1.055085278E1,-2.839383125E0
1.982668179E1,-4.310071766E-1,-1.039053345E1,-2.659921408E0
1.982907689E1,-4.980062246E-1,-1.022034359E1,-2.377269268E0
1.983147283E1,-5.147559643E-1,-1.006480980E1,-2.008774519E0
1.983386871E1,-6.080760360E-1,-9.937990189E0,-1.604088426E0
1.983626376E1,-6.056832075E-1,-9.832706451E0,-1.149153113E0
1.983865887E1,-7.109674215E-1,-9.746265411E0,-7.396813035E-1
1.984105481E1,-8.282157183E-1,-9.691230774E0,-4.070789516E-1
1.984345064E1,-9.553344250E-1,-9.652945518E0,-1.746760458E-1
1.984584574E1,-1.132403374E0,-9.590732574E0,3.349951655E-2
1.984824085E1,-1.254437327E0,-9.509376526E0,1.866401732E-1
1.985063673E1,-1.290329576E0,-9.411270142E0,3.089732230E-1
1.985303262E1,-1.472483277E0,-9.349057198E0,4.357928336E-1
1.985542772E1,-1.549053550E0,-9.298808098E0,4.477569461E-1
1.985782283E1,-1.659123421E0,-9.195617676E0,4.549354017E-1
1.986021871E1,-1.750050664E0,-9.090332985E0,4.094717801E-1
1.986261460E1,-1.726122379E0,-9.030512810E0,4.070789516E-1
1.986500970E1,-1.800299883E0,-8.920442581E0,3.137588799E-1
1.986740481E1,-1.891227245E0,-8.788837433E0,3.185445070E-1
1.986980069E1,-1.891227245E0,-8.705088615E0,3.352942765E-1
1.987219658E1,-1.917548299E0,-8.652147293E0,3.281157911E-1
1.987459168E1,-1.860120535E0,-8.611469269E0,3.783650696E-1
1.987698679E1,-1.769193292E0,-8.599505424E0,4.334000051E-1
1.987938267E1,-1.582553029E0,-8.601898193E0,5.003990531E-1
1.988177856E1,-1.287936807E0,-8.625826836E0,5.721837282E-1
1.988417366E1,-1.012762189E0,-8.654540062E0,6.343970895E-1
1.988656876E1,-7.660023570E-1,-8.656932831E0,7.325028181E-1
1.988896465E1,-4.549354017E-1,-8.712266922E0,8.572286963E-1
1.989136054E1,-1.770688742E-1,-8.762516975E0,9.074779749E-1
1.989375559E1,1.076770201E-1,-8.760123253E0,1.005583763E0
1.989615069E1,4.740779996E-1,-8.796015739E0,1.168295622E0
1.989854663E1,8.835497499E-1,-8.889336586E0,1.417448282E0
1.990094252E1,1.101296663E0,-8.932407379E0,1.350150228E0
1.990333757E1,1.199402332E0,-8.863015175E0,9.960124493E-1
1.990573267E1,1.278365493E0,-8.819944382E0,7.803592682E-1
1.990812861E1,1.304686546E0,-8.839086533E0,7.061817646E-1
1.991052449E1,1.261615753E0,-8.803194046E0,7.588238716E-1
1.991291955E1,1.141974568E0,-8.851051331E0,6.056832075E-1
1.991531465E1,9.792626500E-1,-8.910871506E0,6.439684033E-1
1.991771059E1,9.457631707E-1,-8.927620888E0,6.367899179E-1
1.992010647E1,6.320042610E-1,-8.858229637E0,5.506483316E-1
1.992250152E1,3.185445070E-1,-8.781659126E0,4.860421121E-1
1.992489663E1,8.853443712E-2,-8.752944946E0,4.238287210E-1
1.992729257E1,-1.794617027E-1,-8.717052460E0,4.070789516E-1
1.992968840E1,-2.994019389E-1,-8.709874153E0,4.668995142E-1
1.993208350E1,-5.075774789E-1,-8.680861473E0,5.003990531E-1
1.993447861E1,-8.835497499E-1,-8.594719887E0,6.774678826E-1
1.993687455E1,-1.319043517E0,-8.530113220E0,8.258228898E-1
1.993927038E1,-1.738086581E0,-8.554041862E0,8.811569214E-1
1.994166548E1,-1.982453585E0,-8.592327118E0,9.098708034E-1
1.994406059E1,-2.154736757E0,-8.606683731E0,1.005583763E0
1.994645647E1,-2.202593327E0,-8.520542145E0,1.199402332E0
1.994885236E1,-2.207378864E0,-8.348258972E0,1.438983679E0
1.995124746E1,-1.903191328E0,-8.134998322E0,1.359721422E0
1.995364257E1,-1.766800404E0,-8.094321251E0,1.180259824E0
1.995603845E1,-1.963011861E0,-8.245368004E0,9.529415965E-1
1.995843434E1,-2.109273195E0,-8.408080101E0,9.505487680E-1
1.996082944E1,-1.869691849E0,-8.391329765E0,9.218349457E-1
1.996322455E1,-1.580160260E0,-8.281260490E0,1.084546804E0
1.996562043E1,-1.149153113E0,-8.166404724E0,1.180259824E0
1.996801632E1,-8.644071817E-1,-8.152048111E0,1.130010486E0
1.997041142E1,-7.372884750E-1,-8.147261620E0,1.074975610E0
1.997280653E1,-6.128616929E-1,-8.120641708E0,1.077368379E0
1.997520241E1,-2.898306549E-1,-8.048856735E0,1.041476011E0
1.997759830E1,-8.135596663E-2,-7.984251022E0,1.029511929E0
1.997999340E1,-9.571290575E-3,-7.962715626E0,1.010369420E0
1.998238850E1,-7.178467698E-3,-8.015357971E0,9.625129104E-1
1.998478439E1,-4.785645287E-3,-8.075178146E0,8.955138922E-1
1.998718028E1,-5.024927482E-2,-8.159226418E0,8.162516356E-1
1.998957538E1,-1.363908947E-1,-8.259724617E0,7.396813035E-1
1.999197048E1,-4.094717801E-1,-8.374580383E0,9.050851464E-1
1.999436637E1,-1.555334777E-1,-8.400900841E0,7.516453862E-1
1.999676225E1,-9.332008660E-2,-8.376973152E0,7.971090674E-1
1.999915736E1,-4.785645287E-3,-8.384151459E0,8.042874932E-1
2.000155246E1,-1.914258115E-2,-8.554041862E0,8.452646136E-1
2.000394835E1,-3.687937856E-1,-8.781659126E0,1.046261668E0
2.000634423E1,5.024927482E-2,-8.958727837E0,9.744769931E-1
2.000873929E1,8.614161611E-2,-9.052047729E0,1.120439172E0
2.001113439E1,1.124626622E-1,-9.142974854E0,1.218544960E0
2.001353033E1,7.178467698E-3,-9.245866776E0,1.364507079E0
2.001592621E1,-2.225325108E-1,-9.439984322E0,1.458126307E0
2.001832126E1,3.589234129E-2,-9.437591553E0,1.283151150E0
2.002071637E1,1.220339537E-1,-9.514162064E0,1.228116274E0
2.002311231E1,7.417750359E-2,-9.648159981E0,1.051047325E0
2.002550819E1,-1.196411327E-1,-9.777372360E0,9.625129104E-1
2.002790324E1,-3.161516786E-1,-1.004088211E1,9.649057388E-1
2.003029835E1,-8.135596663E-2,-1.006480980E1,6.559324861E-1
2.003269429E1,-1.244267747E-1,-1.009352398E1,5.626124144E-1
2.003509017E1,-3.376871049E-1,-9.825528145E0,5.171487927E-1
2.003748522E1,-6.726822853E-1,-9.906884193E0,4.645066857E-1
2.003988033E1,-6.320042610E-1,-1.028734303E1,4.166502357E-1
2.004227626E1,-3.496512175E-1,-1.030169964E1,1.244267747E-1
2.004467215E1,-2.464607358E-1,-1.035434151E1,7.417750359E-2
2.004706720E1,-3.065803945E-1,-1.033041382E1,1.052841991E-1
2.004946231E1,-5.650052428E-1,-1.062981510E1,9.571290761E-2
