"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.024746525E0,-5.003990531E-1,-6.964310169E0,3.065803945E-1
3.027142411E0,-4.022932947E-1,-7.325925827E0,2.536391914E-1
3.029537463E0,-2.464607358E-1,-7.742575645E0,2.464607358E-1
3.031932567E0,-3.589234129E-2,-8.144868851E0,2.970091105E-1
3.034328504E0,1.459621787E-1,-8.501399994E0,3.496512175E-1
3.036724338E0,3.305086195E-1,-8.812766075E0,3.400799036E-1
3.039119390E0,5.147559643E-1,-9.064012527E0,3.592225015E-1
3.041514494E0,6.535396576E-1,-9.253045082E0,3.975076675E-1
3.043910431E0,7.660023570E-1,-9.428020477E0,4.357928336E-1
3.046306265E0,8.476574421E-1,-9.526125908E0,4.740779996E-1
3.048701369E0,8.955138922E-1,-9.602696419E0,4.908277392E-1
3.051096473E0,8.715856671E-1,-9.705587387E0,5.338985324E-1
3.053492358E0,8.572286963E-1,-9.801301003E0,5.626124144E-1
3.055888244E0,7.947162390E-1,-9.894919395E0,5.602195859E-1
3.058283296E0,7.396813035E-1,-9.969097137E0,5.458626747E-1
3.060678400E0,6.990033388E-1,-1.005523872E1,5.530411601E-1
3.063074286E0,6.750751138E-1,-1.011984539E1,5.315057039E-1
3.065470171E0,6.248258352E-1,-1.017009449E1,4.884349108E-1
3.067865223E0,5.793621540E-1,-1.018445110E1,4.477569461E-1
3.070260327E0,5.626124144E-1,-1.020120144E1,4.405784607E-1
3.072656213E0,5.003990531E-1,-1.018684387E1,4.357928336E-1
3.075052098E0,4.262215197E-1,-1.017727280E1,4.597210586E-1
3.077447150E0,3.640081584E-1,-1.016291618E1,4.597210586E-1
3.079842254E0,2.826521695E-1,-1.011984539E1,4.549354017E-1
3.082238192E0,2.536391914E-1,-1.007198906E1,4.357928336E-1
3.084634025E0,2.273181528E-1,-9.997811317E0,4.214358926E-1
3.087029077E0,1.818545163E-1,-9.930811882E0,3.975076675E-1
3.089424181E0,1.459621787E-1,-9.890133858E0,3.664009571E-1
3.091820119E0,1.220339537E-1,-9.892526627E0,3.855435550E-1
3.094215952E0,8.614161611E-2,-9.870991707E0,3.687937856E-1
3.096611056E0,5.264209956E-2,-9.902098656E0,3.687937856E-1
3.099006161E0,6.699903309E-2,-9.875777245E0,3.137588799E-1
3.101402046E0,5.982056633E-2,-9.820742607E0,3.017947674E-1
3.103797931E0,-3.589234129E-2,-9.770194054E0,3.161516786E-1
3.106192983E0,-9.092725813E-2,-9.717552185E0,3.352942765E-1
3.108588088E0,-1.196411327E-1,-9.688838005E0,3.329014480E-1
3.110983973E0,-8.853443712E-2,-9.715159416E0,3.185445070E-1
3.113379858E0,-1.124626622E-1,-9.731908798E0,2.826521695E-1
3.115774911E0,-1.028913707E-1,-9.789336205E0,2.826521695E-1
3.118170015E0,-5.503492057E-2,-9.899705887E0,3.305086195E-1
3.120565900E0,-2.153540403E-2,-9.930811882E0,3.137588799E-1
3.122961786E0,1.435693540E-2,-9.954740524E0,2.946162820E-1
3.125356838E0,-1.124626622E-1,-1.001934624E1,3.376871049E-1
3.127751942E0,-5.503492057E-2,-1.011745262E1,3.257229924E-1
3.130147879E0,1.579262912E-1,-1.009830952E1,2.177468538E-1
3.132543713E0,2.009970993E-1,-1.005284595E1,1.770688742E-1
3.134938765E0,1.148554832E-1,-1.000259686E1,1.962114573E-1
3.137333869E0,9.571290575E-3,-9.971489906E0,2.656033039E-1
3.139729806E0,2.632104978E-2,-9.988240242E0,2.703889608E-1
3.142125640E0,4.307080805E-2,-1.000977516E1,2.536391914E-1
3.144520744E0,0.000000000E0,-9.961918831E0,2.297109663E-1
3.146915848E0,-3.589234129E-2,-9.911669731E0,1.962114573E-1
3.149311733E0,-4.307080805E-2,-9.868598938E0,1.698904037E-1
3.151707567E0,-6.699903309E-2,-9.875777245E0,1.627119333E-1
3.154102671E0,-1.411765367E-1,-9.882955551E0,1.674975902E-1
3.156497775E0,-1.555334777E-1,-9.880562782E0,1.459621787E-1
3.158893661E0,-1.531406492E-1,-9.892526627E0,1.363908947E-1
3.161289546E0,-1.627119333E-1,-9.892526627E0,1.411765367E-1
3.163684598E0,-1.579262912E-1,-9.906884193E0,1.028913707E-1
3.166079702E0,-1.363908947E-1,-9.964311600E0,7.178468257E-2
3.168475588E0,-1.244267747E-1,-9.981060982E0,6.939185411E-2
3.170871473E0,-1.028913707E-1,-1.000498962E1,4.067798331E-2
3.173266525E0,-8.135596663E-2,-1.001695347E1,3.110669367E-2
3.175661629E0,-7.657032460E-2,-1.000977516E1,4.546362907E-2
3.178057567E0,-5.264209956E-2,-1.002173901E1,4.546362907E-2
3.180453400E0,-5.024927482E-2,-1.000738239E1,7.657032460E-2
3.182848504E0,-2.392822690E-2,-1.000498962E1,8.853443712E-2
3.185243608E0,-5.024927482E-2,-9.983454704E0,1.004985496E-1
3.187639494E0,-3.110669367E-2,-9.981060982E0,1.555334777E-1
3.190035327E0,-4.307080805E-2,-9.966704369E0,1.770688742E-1
3.192430431E0,-3.110669367E-2,-9.957133293E0,1.962114573E-1
3.194825536E0,-1.914258115E-2,-9.928419113E0,1.962114573E-1
3.197221421E0,-4.785645287E-3,-9.940383911E0,2.105683982E-1
3.199617254E0,-4.785645287E-3,-9.935597420E0,2.321037948E-1
3.202012358E0,1.196411345E-2,-9.937990189E0,2.440679073E-1
3.204407463E0,1.435693540E-2,-9.926026344E0,2.679961324E-1
3.206803348E0,1.196411345E-2,-9.930811882E0,2.751746178E-1
3.209199233E0,3.589234129E-2,-9.926026344E0,2.994019389E-1
3.211594286E0,4.785645381E-2,-9.926026344E0,3.089732230E-1
3.213989390E0,4.785645381E-2,-9.921240807E0,3.089732230E-1
3.216385275E0,4.546362907E-2,-9.918848038E0,2.898306549E-1
3.218781161E0,7.178468257E-2,-9.902098656E0,2.922234535E-1
3.221176213E0,6.699903309E-2,-9.890133858E0,2.775674164E-1
3.223571317E0,5.982056633E-2,-9.875777245E0,2.970091105E-1
3.225967254E0,4.785645381E-2,-9.878170013E0,2.775674164E-1
3.228363088E0,5.982056633E-2,-9.880562782E0,2.679961324E-1
3.230758140E0,6.699903309E-2,-9.878170013E0,2.656033039E-1
3.233153244E0,5.264209956E-2,-9.894919395E0,2.488535494E-1
3.235549181E0,7.178468257E-2,-9.873384476E0,2.368894368E-1
3.237945015E0,6.221338734E-2,-9.866206169E0,2.392822653E-1
3.240340119E0,5.503492057E-2,-9.863813400E0,2.344966233E-1
3.242735223E0,6.699903309E-2,-9.854242325E0,2.321037948E-1
3.245131108E0,6.460621208E-2,-9.847063065E0,2.153540403E-1
3.247526994E0,5.503492057E-2,-9.839884758E0,2.057827413E-1
3.249922046E0,5.503492057E-2,-9.854242325E0,2.153540403E-1
3.252317150E0,5.024927482E-2,-9.861420631E0,2.081755698E-1
3.254713036E0,5.982056633E-2,-9.859027863E0,2.297109663E-1
3.257108921E0,6.939185411E-2,-9.868598938E0,2.129612118E-1
3.259503973E0,6.221338734E-2,-9.866206169E0,2.201396823E-1
3.261899077E0,7.896314561E-2,-9.892526627E0,2.368894368E-1
3.264294963E0,8.135596663E-2,-9.899705887E0,2.584248483E-1
3.266690848E0,7.896314561E-2,-9.906884193E0,2.703889608E-1
3.269085900E0,9.332008660E-2,-9.911669731E0,2.850449979E-1
3.271481004E0,8.135596663E-2,-9.906884193E0,2.898306549E-1
3.273876890E0,1.004985496E-1,-9.914062500E0,2.799602449E-1
3.276272775E0,1.004985496E-1,-9.911669731E0,3.065803945E-1
3.278667827E0,1.196411327E-1,-9.914062500E0,2.994019389E-1
3.281062931E0,1.268195957E-1,-9.923633575E0,3.065803945E-1
3.283458869E0,1.148554832E-1,-9.928419113E0,3.017947674E-1
3.285854702E0,1.363908947E-1,-9.926026344E0,2.874378264E-1
3.288249806E0,1.435693651E-1,-9.916455269E0,2.970091105E-1
3.290644911E0,1.579262912E-1,-9.904491425E0,2.874378264E-1
3.293040796E0,1.507478207E-1,-9.904491425E0,2.560320199E-1
3.295436629E0,1.459621787E-1,-9.904491425E0,2.536391914E-1
3.297831733E0,1.579262912E-1,-9.909276962E0,2.368894368E-1
3.300226838E0,1.818545163E-1,-9.914062500E0,2.273181528E-1
3.302622723E0,1.722832322E-1,-9.904491425E0,2.033899277E-1
3.305018608E0,1.842473447E-1,-9.892526627E0,2.057827413E-1
3.307413661E0,1.627119333E-1,-9.882955551E0,1.674975902E-1
3.309808765E0,1.746760458E-1,-9.880562782E0,1.603191197E-1
3.312204650E0,1.770688742E-1,-9.873384476E0,1.387837082E-1
3.314600536E0,1.938186288E-1,-9.880562782E0,1.363908947E-1
3.316995588E0,1.770688742E-1,-9.880562782E0,1.124626622E-1
3.319390692E0,1.938186288E-1,-9.894919395E0,1.148554832E-1
3.321786577E0,1.914258152E-1,-9.887741089E0,1.148554832E-1
3.324182463E0,1.746760458E-1,-9.880562782E0,1.124626622E-1
3.326577515E0,1.842473447E-1,-9.880562782E0,9.571290761E-2
3.328972619E0,1.674975902E-1,-9.899705887E0,1.052841991E-1
3.331368556E0,1.435693651E-1,-9.918848038E0,1.076770201E-1
3.333764390E0,1.292124242E-1,-9.916455269E0,1.076770201E-1
3.336159494E0,1.220339537E-1,-9.894919395E0,9.092725813E-2
3.338554598E0,1.100698411E-1,-9.916455269E0,1.148554832E-1
3.340950483E0,1.172483116E-1,-9.926026344E0,1.172483116E-1
3.343346317E0,1.004985496E-1,-9.930811882E0,1.268195957E-1
3.345741421E0,1.028913707E-1,-9.942776680E0,1.172483116E-1
3.348136525E0,1.028913707E-1,-9.959526062E0,1.363908947E-1
3.350532411E0,8.135596663E-2,-9.949954987E0,1.507478207E-1
3.352928296E0,7.178468257E-2,-9.942776680E0,1.627119333E-1
3.355323348E0,5.264209956E-2,-9.942776680E0,1.579262912E-1
3.357718452E0,6.460621208E-2,-9.945169449E0,1.651047617E-1
3.360114338E0,7.178468257E-2,-9.933204651E0,1.842473447E-1
3.362510223E0,4.546362907E-2,-9.921240807E0,1.603191197E-1
3.364905275E0,5.742774159E-2,-9.930811882E0,1.627119333E-1
3.367300379E0,7.417750359E-2,-9.923633575E0,1.651047617E-1
3.369696265E0,9.092725813E-2,-9.935597420E0,1.651047617E-1
3.372092150E0,6.939185411E-2,-9.921240807E0,1.866401732E-1
3.374487202E0,7.657032460E-2,-9.916455269E0,1.627119333E-1
3.376882306E0,7.417750359E-2,-9.921240807E0,2.009970993E-1
3.379278192E0,6.939185411E-2,-9.909276962E0,2.081755698E-1
3.381674077E0,8.374879509E-2,-9.906884193E0,2.177468538E-1
3.384069129E0,1.004985496E-1,-9.911669731E0,1.938186288E-1
3.386464233E0,1.076770201E-1,-9.918848038E0,1.914258152E-1
3.388860171E0,1.100698411E-1,-9.923633575E0,2.009970993E-1
3.391256004E0,1.076770201E-1,-9.906884193E0,2.105683982E-1
3.393651056E0,9.571290761E-2,-9.902098656E0,2.057827413E-1
3.396046161E0,1.339980662E-1,-9.904491425E0,2.081755698E-1
3.398442098E0,1.244267747E-1,-9.909276962E0,2.225325108E-1
3.400837931E0,1.339980662E-1,-9.914062500E0,2.392822653E-1
3.403233036E0,1.124626622E-1,-9.892526627E0,2.368894368E-1
3.405628140E0,1.196411327E-1,-9.892526627E0,2.464607358E-1
3.408024025E0,1.196411327E-1,-9.885348320E0,2.727817893E-1
3.410419911E0,9.810572863E-2,-9.885348320E0,2.994019389E-1
3.412814963E0,1.076770201E-1,-9.875777245E0,2.994019389E-1
3.415210067E0,8.135596663E-2,-9.868598938E0,3.161516786E-1
3.417605952E0,7.896314561E-2,-9.863813400E0,2.970091105E-1
3.420001838E0,7.896314561E-2,-9.878170013E0,3.113660514E-1
3.422396890E0,6.460621208E-2,-9.861420631E0,3.089732230E-1
3.424791994E0,5.503492057E-2,-9.859027863E0,3.209373355E-1
3.427187879E0,3.349951655E-2,-9.849455833E0,3.209373355E-1
3.429583765E0,1.914258115E-2,-9.849455833E0,3.185445070E-1
3.431978817E0,1.196411345E-2,-9.859027863E0,3.089732230E-1
3.434373921E0,-1.196411345E-2,-9.861420631E0,3.041875660E-1
3.436769858E0,-2.392822690E-2,-9.854242325E0,3.161516786E-1
3.439165692E0,-9.571290575E-3,-9.878170013E0,3.352942765E-1
3.441560744E0,-7.178467698E-3,-9.885348320E0,3.520440459E-1
3.443955848E0,-2.392822690E-2,-9.873384476E0,3.257229924E-1
3.446351786E0,-2.153540403E-2,-9.875777245E0,3.376871049E-1
3.448747619E0,-5.024927482E-2,-9.863813400E0,3.161516786E-1
3.451142723E0,-6.221338734E-2,-9.863813400E0,3.041875660E-1
3.453537827E0,-8.374879509E-2,-9.894919395E0,3.041875660E-1
3.455933713E0,-8.853443712E-2,-9.916455269E0,2.970091105E-1
3.458329546E0,-7.417750359E-2,-9.935597420E0,2.946162820E-1
3.460724650E0,-8.614161611E-2,-9.916455269E0,2.679961324E-1
3.463119754E0,-8.374879509E-2,-9.926026344E0,2.656033039E-1
3.465515640E0,-9.092725813E-2,-9.926026344E0,2.656033039E-1
3.467911525E0,-9.332008660E-2,-9.957133293E0,2.560320199E-1
3.470306577E0,-6.939185411E-2,-9.928419113E0,2.440679073E-1
3.472701681E0,-8.614161611E-2,-9.935597420E0,2.273181528E-1
3.475097567E0,-9.332008660E-2,-9.930811882E0,2.105683982E-1
3.477493452E0,-8.374879509E-2,-9.959526062E0,2.201396823E-1
3.479888504E0,-8.853443712E-2,-9.940383911E0,1.962114573E-1
3.482283608E0,-9.332008660E-2,-9.942776680E0,2.057827413E-1
3.484679494E0,-7.657032460E-2,-9.954740524E0,1.890329868E-1
3.487075379E0,-7.178468257E-2,-9.945169449E0,1.842473447E-1
3.489470431E0,-6.221338734E-2,-9.945169449E0,1.890329868E-1
3.491865536E0,-6.939185411E-2,-9.949954987E0,2.057827413E-1
3.494261473E0,-6.460621208E-2,-9.976275444E0,2.057827413E-1
3.496657306E0,-5.742774159E-2,-9.985847473E0,2.081755698E-1
3.499052358E0,-4.546362907E-2,-9.983454704E0,2.129612118E-1
3.501447463E0,-5.264209956E-2,-9.995418549E0,2.105683982E-1
3.503843400E0,-7.896314561E-2,-9.949954987E0,2.009970993E-1
3.506239233E0,-1.028913707E-1,-9.921240807E0,1.890329868E-1
3.508634338E0,-1.076770201E-1,-9.918848038E0,1.818545163E-1
3.511029442E0,-1.004985496E-1,-9.952347755E0,1.674975902E-1
3.513425327E0,-1.196411327E-1,-9.990633011E0,1.818545163E-1
3.515821161E0,-1.268195957E-1,-1.000020409E1,1.962114573E-1
3.518216265E0,-1.363908947E-1,-9.988240242E0,2.033899277E-1
3.520611369E0,-1.698904037E-1,-9.964311600E0,2.201396823E-1
3.523007254E0,-2.273181528E-1,-9.981060982E0,2.440679073E-1
3.525403088E0,-2.033899277E-1,-9.971489906E0,2.368894368E-1
3.527798192E0,-1.627119333E-1,-9.954740524E0,1.698904037E-1
3.530193296E0,-2.057827413E-1,-9.906884193E0,1.698904037E-1
3.532589181E0,-2.033899277E-1,-9.861420631E0,1.914258152E-1
3.534985067E0,-2.177468538E-1,-9.868598938E0,1.962114573E-1
3.537380119E0,-2.129612118E-1,-9.923633575E0,2.249253243E-1
3.539775223E0,-2.392822653E-1,-9.933204651E0,2.321037948E-1
3.542171108E0,-2.850449979E-1,-9.887741089E0,2.344966233E-1
3.544566994E0,-2.751746178E-1,-9.868598938E0,2.488535494E-1
3.546962046E0,-2.608176768E-1,-9.866206169E0,2.368894368E-1
3.549357150E0,-2.632105052E-1,-9.868598938E0,2.368894368E-1
3.551753036E0,-2.703889608E-1,-9.878170013E0,2.249253243E-1
3.554148921E0,-2.512463629E-1,-9.868598938E0,2.321037948E-1
3.556543973E0,-2.584248483E-1,-9.878170013E0,2.464607358E-1
3.558939077E0,-2.751746178E-1,-9.887741089E0,2.560320199E-1
3.561335015E0,-2.488535494E-1,-9.904491425E0,2.464607358E-1
3.563730848E0,-2.440679073E-1,-9.911669731E0,2.656033039E-1
3.566125900E0,-2.344966233E-1,-9.906884193E0,2.392822653E-1
3.568521004E0,-2.201396823E-1,-9.906884193E0,2.536391914E-1
3.570916942E0,-2.392822653E-1,-9.887741089E0,2.225325108E-1
3.573312775E0,-2.153540403E-1,-9.894919395E0,2.368894368E-1
3.575707879E0,-1.842473447E-1,-9.902098656E0,2.344966233E-1
3.578102983E0,-1.651047617E-1,-9.918848038E0,2.225325108E-1
3.580498869E0,-1.770688742E-1,-9.923633575E0,2.273181528E-1
3.582894702E0,-1.531406492E-1,-9.928419113E0,2.321037948E-1
3.585289806E0,-1.220339537E-1,-9.928419113E0,2.249253243E-1
3.587684911E0,-1.316052526E-1,-9.930811882E0,2.273181528E-1
3.590080796E0,-1.196411327E-1,-9.918848038E0,2.129612118E-1
3.592476681E0,-1.052841991E-1,-9.937990189E0,2.344966233E-1
3.594871733E0,-1.220339537E-1,-9.940383911E0,2.129612118E-1
3.597266838E0,-1.124626622E-1,-9.926026344E0,1.914258152E-1
3.599662723E0,-8.374879509E-2,-9.899705887E0,2.201396823E-1
3.602058608E0,-6.460621208E-2,-9.909276962E0,2.201396823E-1
3.604453661E0,-3.589234129E-2,-9.923633575E0,2.129612118E-1
3.606848765E0,-4.546362907E-2,-9.928419113E0,2.081755698E-1
3.609244650E0,-1.196411345E-2,-9.954740524E0,2.153540403E-1
3.611640536E0,-4.785645287E-3,-9.976275444E0,2.153540403E-1
3.614035588E0,7.178467698E-3,-9.981060982E0,1.890329868E-1
3.616430692E0,-4.785645287E-3,-9.966704369E0,1.698904037E-1
3.618826577E0,2.632104978E-2,-9.983454704E0,1.698904037E-1
3.621222463E0,4.067798331E-2,-1.000020409E1,1.866401732E-1
3.623617515E0,3.110669367E-2,-9.976275444E0,1.890329868E-1
3.626012619E0,3.828516230E-2,-9.935597420E0,1.698904037E-1
3.628408556E0,4.307080805E-2,-9.940383911E0,1.698904037E-1
3.630804390E0,7.896314561E-2,-9.923633575E0,1.603191197E-1
3.633199442E0,9.810572863E-2,-9.937990189E0,1.674975902E-1
3.635594546E0,1.028913707E-1,-9.954740524E0,1.603191197E-1
3.637990483E0,1.052841991E-1,-9.945169449E0,1.579262912E-1
3.640386317E0,1.148554832E-1,-9.940383911E0,1.627119333E-1
3.642781421E0,1.172483116E-1,-9.961918831E0,1.531406492E-1
3.645176525E0,1.339980662E-1,-9.961918831E0,1.411765367E-1
3.647572411E0,1.435693651E-1,-9.945169449E0,1.459621787E-1
3.649968296E0,1.339980662E-1,-9.930811882E0,1.316052526E-1
3.652363348E0,1.483550072E-1,-9.909276962E0,1.363908947E-1
3.654758452E0,1.770688742E-1,-9.902098656E0,1.244267747E-1
3.657154338E0,2.081755698E-1,-9.892526627E0,1.196411327E-1
3.659550223E0,2.033899277E-1,-9.894919395E0,1.004985496E-1
3.661945275E0,2.297109663E-1,-9.906884193E0,1.244267747E-1
3.664340379E0,2.297109663E-1,-9.914062500E0,1.220339537E-1
3.666736265E0,2.464607358E-1,-9.914062500E0,1.316052526E-1
3.669132150E0,2.679961324E-1,-9.942776680E0,1.100698411E-1
3.671527202E0,2.679961324E-1,-9.935597420E0,8.853443712E-2
3.673922306E0,2.584248483E-1,-9.899705887E0,1.076770201E-1
3.676318192E0,2.922234535E-1,-9.892526627E0,1.004985496E-1
3.678714077E0,2.922234535E-1,-9.856635094E0,9.092725813E-2
3.681109129E0,3.281157911E-1,-9.835099220E0,6.939185411E-2
3.683504233E0,3.329014480E-1,-9.830313683E0,4.546362907E-2
3.685900171E0,3.400799036E-1,-9.813264847E0,4.307080805E-2
3.688296004E0,3.616153300E-1,-9.818050385E0,5.503492057E-2
3.690691056E0,3.640081584E-1,-9.825528145E0,7.417750359E-2
3.693086161E0,3.735794425E-1,-9.818050385E0,8.374879509E-2
3.695482098E0,3.831507266E-1,-9.827920914E0,7.657032460E-2
3.697877931E0,3.735794425E-1,-9.832706451E0,6.460621208E-2
3.700272983E0,3.951148391E-1,-9.851848602E0,8.853443712E-2
3.702668088E0,4.118646085E-1,-9.875777245E0,9.571290761E-2
3.705064025E0,4.190430641E-1,-9.899705887E0,9.810572863E-2
3.707459858E0,4.142574072E-1,-9.921240807E0,8.374879509E-2
3.709854963E0,4.238287210E-1,-9.923633575E0,7.178468257E-2
3.712250067E0,4.262215197E-1,-9.933204651E0,6.699903309E-2
3.714645952E0,4.525425732E-1,-9.930811882E0,6.699903309E-2
3.717041786E0,4.501497746E-1,-9.942776680E0,5.264209956E-2
3.719436890E0,4.501497746E-1,-9.952347755E0,2.632104978E-2
3.721831994E0,4.310071766E-1,-9.926026344E0,4.785645381E-2
3.724227879E0,4.238287210E-1,-9.935597420E0,5.742774159E-2
3.726623765E0,4.190430641E-1,-9.952347755E0,5.982056633E-2
3.729018817E0,4.142574072E-1,-9.969097137E0,5.264209956E-2
3.731413921E0,3.831507266E-1,-9.937990189E0,6.699903309E-2
3.733809806E0,3.664009571E-1,-9.949954987E0,7.178468257E-2
3.736205692E0,3.616153300E-1,-9.961918831E0,6.221338734E-2
3.738600744E0,3.711866140E-1,-9.961918831E0,6.460621208E-2
3.740995848E0,3.448655605E-1,-9.988240242E0,5.503492057E-2
3.743391733E0,3.305086195E-1,-9.961918831E0,4.546362907E-2
3.745787619E0,3.161516786E-1,-9.966704369E0,2.871387079E-2
3.748182671E0,3.161516786E-1,-9.964311600E0,5.264209956E-2
3.750577775E0,2.946162820E-1,-9.997811317E0,5.264209956E-2
3.752973661E0,2.799602449E-1,-9.993025780E0,5.503492057E-2
3.755369546E0,2.464607358E-1,-9.993025780E0,3.828516230E-2
3.757764598E0,2.416750938E-1,-1.000259686E1,6.699903309E-2
3.760159702E0,2.297109663E-1,-1.002652550E1,6.460621208E-2
3.762555640E0,2.129612118E-1,-1.004327488E1,5.742774159E-2
3.764951473E0,1.674975902E-1,-1.005763149E1,4.307080805E-2
3.767346525E0,1.244267747E-1,-1.001695347E1,4.546362907E-2
3.769741629E0,9.092725813E-2,-1.001216793E1,7.178468257E-2
3.772137567E0,7.657032460E-2,-1.002652550E1,8.374879509E-2
3.774533400E0,7.896314561E-2,-1.005523872E1,7.896314561E-2
3.776928504E0,4.546362907E-2,-1.006720352E1,7.896314561E-2
3.779323608E0,7.178467698E-3,-1.008156013E1,5.742774159E-2
3.781719494E0,2.632104978E-2,-1.007438183E1,5.982056633E-2
3.784115327E0,-1.435693540E-2,-1.007438183E1,4.785645381E-2
3.786510431E0,-1.076770201E-1,-1.003848934E1,3.349951655E-2
3.788905536E0,-1.387837082E-1,-1.001456070E1,1.196411345E-2
3.791301421E0,-1.483550072E-1,-1.002413273E1,3.589234129E-2
3.793697254E0,-1.292124242E-1,-1.005284595E1,6.221338734E-2
3.796092358E0,-2.129612118E-1,-1.006241703E1,5.264209956E-2
3.798487463E0,-2.536391914E-1,-1.000738239E1,4.067798331E-2
3.800883348E0,-2.249253243E-1,-9.969097137E0,5.982056633E-2
3.803279233E0,-2.177468538E-1,-9.945169449E0,7.417750359E-2
3.805674286E0,-2.344966233E-1,-9.940383911E0,2.392822690E-2
3.808069390E0,-2.608176768E-1,-9.978668213E0,3.589234129E-2
3.810465275E0,-2.994019389E-1,-9.945169449E0,2.871387079E-2
3.812861161E0,-3.041875660E-1,-9.942776680E0,4.785645287E-3
3.815256213E0,-2.751746178E-1,-1.005045319E1,5.024927482E-2
3.817651317E0,-3.424727321E-1,-1.015813065E1,1.722832322E-1
3.820047202E0,-4.262215197E-1,-1.007916737E1,1.579262912E-1
3.822443088E0,-4.214358926E-1,-1.001934624E1,-4.307080805E-2
3.824838140E0,-3.137588799E-1,-9.990633011E0,-1.100698411E-1
3.827233244E0,-2.225325108E-1,-1.001456070E1,-4.546362907E-2
3.829629129E0,-2.033899277E-1,-9.930811882E0,-4.307080805E-2
3.832025015E0,-2.009970993E-1,-9.767801285E0,7.178467698E-3
3.834420067E0,-1.794617027E-1,-9.779765129E0,1.196411327E-1
3.836815171E0,-2.440679073E-1,-9.791728973E0,1.411765367E-1
3.839211056E0,-1.866401732E-1,-9.899705887E0,8.614161611E-2
3.841606942E0,-1.818545163E-1,-9.880562782E0,5.503492057E-2
3.844001994E0,-2.177468538E-1,-9.806086540E0,1.172483116E-1
3.846397098E0,-1.387837082E-1,-9.803693771E0,1.244267747E-1
3.848793036E0,-1.028913707E-1,-9.866206169E0,1.292124242E-1
3.851188869E0,-1.866401732E-1,-9.937990189E0,1.100698411E-1
3.853583921E0,-1.674975902E-1,-1.000020409E1,1.411765367E-1
3.855979025E0,-2.105683982E-1,-1.000738239E1,1.698904037E-1
3.858374963E0,-1.794617027E-1,-1.004566765E1,1.962114573E-1
3.860770796E0,-1.938186288E-1,-9.993025780E0,2.009970993E-1
3.863165900E0,-1.986042857E-1,-1.000498962E1,2.129612118E-1
3.865561004E0,-2.033899277E-1,-9.988240242E0,2.129612118E-1
3.867956890E0,-1.292124242E-1,-1.000498962E1,2.297109663E-1
3.870352723E0,-8.853443712E-2,-1.001695347E1,2.273181528E-1
3.872747827E0,-9.571290761E-2,-9.940383911E0,2.201396823E-1
3.875142931E0,-4.307080805E-2,-9.933204651E0,1.818545163E-1
3.877538817E0,3.110669367E-2,-9.933204651E0,1.914258152E-1
3.879934650E0,1.674975827E-2,-9.873384476E0,1.651047617E-1
3.882329754E0,8.374879509E-2,-9.868598938E0,1.746760458E-1
3.884724858E0,8.374879509E-2,-9.827920914E0,1.292124242E-1
3.887120744E0,1.220339537E-1,-9.823135376E0,1.435693651E-1
3.889516629E0,1.076770201E-1,-9.779765129E0,1.483550072E-1
3.891911681E0,1.339980662E-1,-9.782157898E0,1.100698411E-1
3.894306786E0,1.507478207E-1,-9.767801285E0,1.411765367E-1
3.896702671E0,1.627119333E-1,-9.763015747E0,1.579262912E-1
3.899098556E0,1.627119333E-1,-9.758230209E0,1.339980662E-1
3.901493608E0,2.009970993E-1,-9.758230209E0,1.507478207E-1
3.903888713E0,2.249253243E-1,-9.741479874E0,1.698904037E-1
3.906284598E0,2.464607358E-1,-9.748658180E0,1.770688742E-1
3.908680483E0,2.273181528E-1,-9.688838005E0,1.770688742E-1
3.911075536E0,3.017947674E-1,-9.710372925E0,1.794617027E-1
3.913470640E0,3.735794425E-1,-9.784550667E0,1.746760458E-1
3.915866525E0,3.951148391E-1,-9.794121742E0,1.531406492E-1
3.918262411E0,4.477569461E-1,-9.786943436E0,1.459621787E-1
3.920657463E0,4.405784607E-1,-9.794121742E0,1.627119333E-1
3.923052567E0,4.190430641E-1,-9.794121742E0,1.459621787E-1
3.925448504E0,5.027918816E-1,-9.849455833E0,1.698904037E-1
3.927844338E0,5.338985324E-1,-9.885348320E0,1.842473447E-1
3.930239390E0,5.673980713E-1,-9.870991707E0,2.033899277E-1
3.932634494E0,5.937191248E-1,-9.902098656E0,1.770688742E-1
3.935030431E0,5.913262963E-1,-9.940383911E0,1.674975902E-1
3.937426265E0,5.506483316E-1,-9.930811882E0,1.722832322E-1
3.939821317E0,6.056832075E-1,-9.945169449E0,1.818545163E-1
3.942216421E0,6.296114326E-1,-9.959526062E0,1.651047617E-1
3.944612358E0,6.439684033E-1,-9.981060982E0,1.531406492E-1
3.947008192E0,6.439684033E-1,-9.995418549E0,1.603191197E-1
3.949403296E0,6.104688644E-1,-9.945169449E0,1.531406492E-1
3.951798400E0,5.650052428E-1,-9.918848038E0,1.316052526E-1
3.954194286E0,5.817549825E-1,-9.923633575E0,1.435693651E-1
3.956590119E0,5.913262963E-1,-9.954740524E0,1.579262912E-1
3.958985223E0,5.673980713E-1,-9.942776680E0,1.722832322E-1
3.961380327E0,5.338985324E-1,-9.890133858E0,1.555334777E-1
3.963776213E0,4.908277392E-1,-9.868598938E0,1.555334777E-1
3.966172046E0,5.003990531E-1,-9.885348320E0,1.579262912E-1
