"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.073856250E0,5.523513794E-2,-5.507048035E0,4.763544159E0
9.083808250E0,-1.146615601E-1,-6.375991058E0,6.764582977E0
9.093759250E0,4.462220764E-1,-8.023016052E0,8.575367432E0
9.103710250E0,1.763931885E0,-1.073522598E1,9.873468018E0
9.113662250E0,3.543880463E0,-1.414543442E1,1.089015381E1
9.123613250E0,5.183421021E0,-1.832833603E1,1.104942261E1
9.133565083E0,7.171287231E0,-2.352897125E1,9.372759247E0
9.143516083E0,1.050859726E1,-2.949047424E1,5.648653564E0
9.153468083E0,1.309806244E1,-3.159883987E1,6.527925110E-1
9.163419083E0,9.626930695E0,-2.486419464E1,-5.334906006E0
9.173371083E0,5.764512634E0,-1.724414062E1,-6.737189941E0
9.183322083E0,4.483775940E0,-1.285287231E1,-4.152215424E0
9.193273083E0,3.861669617E0,-1.045440994E1,1.306333466E0
9.203225083E0,2.588417358E0,-9.383237457E0,8.738677826E0
9.213176083E0,7.063810730E-1,-9.101822662E0,1.415261948E1
9.223128083E0,-2.260299683E-2,-1.147498764E1,1.357287506E1
9.233079083E0,3.299738159E0,-1.523606644E1,9.046288147E0
9.243031083E0,7.618557129E0,-1.638328079E1,3.255729675E0
9.252982083E0,8.761580200E0,-1.476155319E1,-2.339485016E0
9.262934083E0,7.564968567E0,-1.289807831E1,-2.825075226E0
9.272885083E0,4.960684204E0,-1.070214478E1,-9.087602234E-1
9.282836083E0,2.101030884E0,-8.767717438E0,1.260229340E0
9.292788083E0,2.002835083E-1,-7.349566498E0,3.093916168E0
9.302739083E0,-1.348845062E0,-6.548731842E0,3.659889221E0
9.312691083E0,-2.136058044E0,-6.052962799E0,4.081562347E0
9.322642083E0,-1.971101074E0,-6.091432800E0,4.453987885E0
9.332594083E0,-8.809181213E-1,-6.302643585E0,4.480482788E0
9.342545083E0,1.158590698E-1,-6.214027863E0,4.267625427E0
9.352497083E0,7.744894409E-1,-6.278394012E0,3.690725098E0
9.362448083E0,1.295855255E0,-6.402036896E0,2.944975891E0
9.372399083E0,1.756746826E0,-6.646777954E0,2.146536255E0
9.382351083E0,2.075434113E0,-6.902595978E0,1.430874481E0
9.392302083E0,2.005230103E0,-6.932683411E0,1.116977234E0
9.402254083E0,1.571581879E0,-6.638994141E0,1.295256500E0
9.412205083E0,1.047671356E0,-6.022276611E0,1.825903015E0
9.422157083E0,8.613088989E-1,-5.392536163E0,2.454745331E0
9.432108083E0,9.479786682E-1,-5.016518097E0,2.662812653E0
9.442060083E0,8.458909607E-1,-4.685706024E0,2.679577789E0
9.452011083E0,8.764274597E-1,-4.491859131E0,2.412982178E0
9.461962083E0,1.071172485E0,-4.334386597E0,1.869462433E0
9.471914083E0,1.244212646E0,-4.126169586E0,1.264869690E0
9.481865083E0,1.451830902E0,-3.929927673E0,9.915380859E-1
9.491817083E0,1.505718842E0,-3.724405060E0,8.815168762E-1
9.501768083E0,1.366208954E0,-3.447480927E0,9.630972290E-1
9.511720083E0,1.056802368E0,-2.852468262E0,1.921554108E0
9.521671083E0,9.547146606E-1,-2.661914520E0,2.888543243E0
9.531623083E0,1.461710358E0,-2.601889343E0,3.107986908E0
9.541574083E0,2.201472015E0,-2.860252075E0,3.405418396E0
9.551526083E0,3.232527924E0,-3.587290192E0,3.926035767E0
9.561477083E0,4.087549896E0,-4.428540802E0,4.220772858E0
9.571428083E0,4.579127655E0,-5.697152710E0,4.057612152E0
9.581380083E0,4.459077301E0,-6.733148346E0,3.281027069E0
9.591331083E0,3.663182373E0,-7.056475983E0,2.947221222E0
9.601283083E0,2.812501373E0,-7.126380615E0,3.134781189E0
9.611234083E0,1.937121735E0,-7.289691010E0,3.538042603E0
9.621186083E0,1.229842529E0,-7.315138092E0,4.223616943E0
9.631137083E0,1.309776306E0,-7.482490082E0,4.554878082E0
9.641089083E0,1.920057220E0,-7.793543243E0,5.503156128E0
9.651040083E0,2.766546936E0,-8.298742676E0,6.553372192E0
9.660991083E0,4.333787842E0,-1.005324417E1,6.475234680E0
9.670943083E0,6.103258209E0,-1.272683441E1,4.446952515E0
9.680894083E0,5.654491425E0,-1.468191879E1,1.380130005E-1
9.690846083E0,2.723885651E0,-1.651665344E1,-2.628234558E0
9.700797083E0,-7.759863281E-1,-1.832384537E1,-9.175918579E-1
9.710749083E0,8.729846191E-1,-2.222937378E1,7.764204254E0
9.720700083E0,3.800446930E0,-2.829146759E1,1.619242767E1
9.730652083E0,-7.204518127E-1,-2.260883469E1,5.356760559E0
9.740603083E0,-2.831362152E0,-9.004524994E0,-1.715732117E0
9.750555083E0,1.053808594E-1,-4.467609558E0,3.682791595E0
9.760506083E0,6.861730957E-1,-3.791016541E0,1.013692017E1
9.770457083E0,-1.071920929E0,-6.814129944E0,1.056443115E1
9.780409083E0,-3.653302917E0,-1.047581543E1,9.391320648E0
9.790360083E0,-2.806663513E-1,-1.759246628E1,1.015218842E1
9.800312083E0,2.661166077E0,-2.410257843E1,5.457950134E0
9.810263083E0,1.375339966E0,-2.467094650E1,2.797831879E0
9.820215083E0,-1.926793213E0,-1.967239105E1,1.148112488E0
9.830166083E0,1.577719116E-1,-1.480705856E1,-1.360670471E0
9.840118083E0,3.752247162E0,-1.085183350E1,-9.734257507E-1
9.850069083E0,6.087690582E0,-8.696615295E0,5.866300964E-1
9.860020083E0,7.108717346E0,-8.390052795E0,2.323168945E0
9.869972083E0,5.335205383E0,-8.539292450E0,3.228785706E0
9.879923083E0,1.991458740E0,-9.042845306E0,3.904630280E0
9.889875083E0,-3.815565491E-1,-9.667196960E0,4.448748779E0
9.899826083E0,-1.594484253E0,-9.158105621E0,5.016967163E0
9.909778083E0,-2.762355652E0,-8.331225128E0,5.154680786E0
9.919729083E0,-3.597918091E0,-7.568261719E0,4.347409515E0
9.929681083E0,-3.315904541E0,-7.380552063E0,2.690205688E0
9.939632083E0,-1.872605896E0,-7.571405182E0,1.632205811E0
9.949584083E0,-2.570155334E-1,-7.483088837E0,1.514999542E0
9.959535083E0,6.843768311E-1,-6.863377533E0,1.943258972E0
9.969486083E0,1.419049072E0,-6.180048523E0,2.547851715E0
9.979438083E0,1.944157104E0,-5.578299866E0,2.973416748E0
9.989389083E0,2.437531128E0,-5.134173431E0,3.294798431E0
9.999341083E0,2.702779541E0,-4.870122528E0,3.327430573E0
1.000929208E1,2.709814911E0,-4.574337616E0,3.524570618E0
1.001924408E1,2.592608643E0,-4.468807068E0,3.731889496E0
1.002919508E1,2.467319183E0,-4.661456451E0,3.732188873E0
1.003914708E1,2.034120026E0,-4.974305878E0,3.585643616E0
1.004909808E1,1.281185760E0,-5.599555664E0,3.103196869E0
1.005905008E1,6.888674927E-1,-6.289321289E0,2.329306183E0
1.006900108E1,4.456233215E-1,-6.456972656E0,1.753453674E0
1.007895208E1,2.683918762E-1,-6.016289062E0,1.615590363E0
1.008890408E1,9.729766846E-2,-5.657185822E0,1.607656860E0
1.009885508E1,-2.683918762E-1,-5.209616547E0,1.759441223E0
1.010880708E1,-3.192860413E-1,-4.907694397E0,2.402204590E0
1.011875808E1,-3.273692322E-1,-4.503385162E0,2.891087952E0
1.012871008E1,-7.418572998E-1,-3.850293274E0,3.426973572E0
1.013866125E1,-1.166823578E0,-3.406466217E0,4.289180603E0
1.014861325E1,-1.347198486E0,-3.536994781E0,5.178780670E0
1.015856425E1,-8.695417786E-1,-4.184697876E0,5.426665192E0
1.016851625E1,-1.122665405E-1,-4.880600739E0,4.701872406E0
1.017846725E1,3.992198181E-1,-5.437442780E0,3.815415802E0
1.018841825E1,8.813671875E-1,-6.064488831E0,2.937940521E0
1.019837025E1,1.305435333E0,-6.449637909E0,2.428849182E0
1.020832125E1,1.634002075E0,-6.269861755E0,2.727328491E0
1.021827325E1,2.335293732E0,-6.119574280E0,3.732787628E0
1.022822425E1,2.669249268E0,-5.935906219E0,5.368735657E0
1.023817625E1,2.491568756E0,-5.910309448E0,6.790628815E0
1.024812725E1,2.405797119E0,-6.464756470E0,7.144193573E0
1.025807925E1,2.017354889E0,-6.892866211E0,6.235882416E0
1.026803025E1,1.432371368E0,-7.597900085E0,5.040019226E0
1.027798225E1,1.375190277E0,-9.559421082E0,4.778363342E0
1.028793325E1,1.249900818E0,-1.310719345E1,5.438490601E0
1.029788425E1,5.092410278E-1,-1.694775696E1,6.738088074E0
1.030783625E1,1.610500946E0,-2.085568039E1,7.313940582E0
1.031778725E1,5.857319641E0,-2.482288055E1,5.338199158E0
1.032773925E1,1.131302444E1,-2.660417633E1,1.610051880E0
1.033769025E1,9.888436890E0,-2.208133163E1,-9.937834167E-1
1.034764225E1,6.673572235E0,-1.702769073E1,-4.861889648E-1
1.035759325E1,5.592370605E0,-1.422521851E1,1.141376495E0
1.036754525E1,4.384981384E0,-1.304821609E1,4.966821442E0
1.037749625E1,2.621498566E0,-1.300301010E1,9.801018677E0
1.038744825E1,2.993774414E-4,-1.336765182E1,1.289283920E1
1.039739925E1,-3.546125793E-1,-1.450753143E1,1.218900284E1
1.040735025E1,3.111429749E0,-1.457040070E1,8.743018799E0
1.041730225E1,6.962172089E0,-1.405098083E1,3.949686584E0
1.042725325E1,7.913294220E0,-1.354099136E1,1.746867371E-1
1.043720525E1,6.731950836E0,-1.311303131E1,-6.054908752E-1
1.044715625E1,4.818330231E0,-1.199770065E1,7.958949280E-1
1.045710825E1,2.940485229E0,-1.062176193E1,2.354304199E0
1.046705925E1,1.819167023E0,-9.772428131E0,3.540437622E0
1.047701125E1,1.296454010E0,-9.466614075E0,3.814667358E0
1.048696225E1,1.074166260E0,-9.100924530E0,3.925586700E0
1.049691425E1,1.339414673E0,-8.612639923E0,4.166884918E0
1.050686525E1,1.590742035E0,-7.828271027E0,4.138294373E0
1.051681725E1,1.562151489E0,-6.919660492E0,3.814367981E0
1.052676825E1,1.345402222E0,-6.137387238E0,3.399879913E0
1.053671925E1,9.195378113E-1,-5.750591583E0,2.808010712E0
1.054667125E1,3.974235535E-1,-5.461692352E0,2.226919098E0
1.055662225E1,-7.155120850E-2,-5.267097015E0,1.840871887E0
1.056657425E1,-3.350033569E-1,-5.345533905E0,1.876198425E0
1.057652525E1,-2.963836670E-1,-5.497767334E0,1.895508270E0
1.058647725E1,-3.986210632E-1,-5.517526245E0,1.939666443E0
1.059642825E1,-7.676037598E-1,-5.606740723E0,2.049687653E0
1.060638025E1,-1.019829254E0,-5.714217224E0,2.281705170E0
1.061633125E1,-1.146016846E0,-5.765560455E0,2.560724945E0
1.062628325E1,-1.012644196E0,-5.702990570E0,2.850073242E0
1.063623425E1,-3.984713745E-1,-5.478307800E0,3.007246399E0
1.064618525E1,6.339317322E-1,-4.940775604E0,3.070564728E0
1.065613725E1,1.730251923E0,-4.245471497E0,3.032693481E0
1.066608825E1,2.828069000E0,-3.517086182E0,2.897225189E0
1.067604025E1,3.840713196E0,-2.917133789E0,2.647694092E0
1.068599125E1,4.684957581E0,-2.429298248E0,2.349963226E0
1.069594325E1,5.260061646E0,-2.147434387E0,2.294877777E0
1.070589425E1,5.026846619E0,-2.014361115E0,2.278112640E0
1.071584625E1,4.106260986E0,-1.939367065E0,2.078278198E0
1.072579725E1,2.999163208E0,-1.989063721E0,2.109712830E0
1.073574925E1,1.933828583E0,-2.281256104E0,2.398462372E0
1.074570025E1,1.009949799E0,-2.962938538E0,2.801125031E0
1.075565225E1,6.849755859E-1,-4.003873901E0,3.169209595E0
1.076560325E1,1.262025604E0,-5.545068970E0,3.431763611E0
1.077555425E1,2.017803955E0,-7.462431793E0,3.930676117E0
1.078550625E1,2.453398132E0,-9.077722778E0,4.478387146E0
1.079545725E1,2.813848572E0,-1.035037628E1,4.530329132E0
1.080540925E1,3.104244690E0,-1.115959351E1,4.490960999E0
1.081536025E1,3.529210968E0,-1.066981201E1,4.448599091E0
1.082531225E1,3.868255920E0,-8.901090088E0,4.264332275E0
1.083526325E1,4.063150635E0,-7.439230042E0,4.155807953E0
1.084521525E1,5.080734558E0,-7.006479950E0,4.324956207E0
1.085516625E1,7.254813538E0,-8.146509247E0,3.824846191E0
1.086511825E1,8.212971039E0,-9.690847778E0,2.334545288E0
1.087506925E1,6.024671631E0,-1.118294495E1,1.322050781E0
1.088502025E1,2.536625061E0,-1.423794205E1,5.195695496E-1
1.089497225E1,-1.267264709E0,-1.756821671E1,1.961670685E0
1.090492325E1,-3.542233887E0,-2.066617447E1,5.864654388E0
1.091487525E1,-1.500629425E0,-2.455194397E1,1.042626846E1
1.092482625E1,-1.038839722E0,-2.240885056E1,8.185877380E0
1.093477825E1,-1.878294067E0,-1.232102829E1,1.564546509E0
1.094472925E1,2.874023438E-1,-6.726412354E0,2.789598999E0
1.095468125E1,1.645977173E0,-5.055287476E0,8.586893463E0
1.096463225E1,1.799258423E0,-7.720644836E0,9.619895325E0
1.097458425E1,-6.590794373E-1,-1.112067444E1,6.777007141E0
1.098453525E1,-2.680026855E0,-1.437101532E1,6.445596313E0
1.099448725E1,-1.973346405E0,-1.840018661E1,8.193810883E0
1.100443825E1,-1.216819611E0,-2.035287598E1,5.165458374E0
1.101438925E1,-2.338137817E0,-1.793779816E1,3.352278900E0
1.102434125E1,-1.921703796E0,-1.466275864E1,4.224964142E0
1.103429225E1,3.574566650E-1,-1.254975266E1,3.510948944E0
1.104424425E1,4.856351166E0,-1.156300461E1,2.266137543E0
1.105419525E1,7.844587097E0,-1.100062408E1,1.996847534E0
1.106414725E1,8.000712433E0,-1.094913116E1,1.204545135E0
1.107409825E1,5.948180695E0,-1.051293823E1,4.361929321E-1
1.108405025E1,3.272345123E0,-1.007464966E1,1.206790466E0
1.109400125E1,9.683363342E-1,-9.397457886E0,2.425556030E0
1.110395325E1,-5.801934814E-1,-8.370892639E0,4.086651764E0
1.111390425E1,-1.299447784E0,-7.634723511E0,5.230722656E0
1.112385625E1,-1.477277985E0,-7.263196106E0,5.017715607E0
1.113380671E1,-1.458117828E0,-7.220235443E0,3.989803162E0
1.114375771E1,-1.296753387E0,-7.486831055E0,3.146606598E0
1.115370971E1,-8.578660583E-1,-7.928263092E0,2.599194946E0
1.116366071E1,2.095642090E-2,-8.081095276E0,2.347717896E0
1.117361271E1,9.928852844E-1,-7.653284912E0,2.069745941E0
1.118356371E1,1.736987915E0,-7.102280731E0,2.338287506E0
1.119351571E1,1.907633057E0,-7.018305359E0,2.805915070E0
1.120346671E1,1.705253906E0,-7.056625671E0,3.323987732E0
1.121341871E1,1.409768372E0,-7.130272522E0,3.642076263E0
1.122336971E1,1.354832611E0,-7.063062286E0,3.679648132E0
1.123332171E1,1.418150940E0,-7.000342712E0,3.282523956E0
1.124327271E1,1.116228790E0,-6.746620331E0,2.586321716E0
1.125322471E1,8.430468750E-1,-6.271658020E0,1.908082123E0
1.126317571E1,8.515791321E-1,-5.379064178E0,1.431473236E0
1.127312671E1,1.143921204E0,-4.232598267E0,1.487756195E0
1.128307871E1,1.269060974E0,-3.258424072E0,1.679806824E0
1.129302971E1,7.854167175E-1,-2.734663239E0,1.830842743E0
1.130298171E1,-2.851570129E-1,-2.484832764E0,2.161654816E0
1.131293271E1,-1.101559296E0,-2.409090271E0,2.915936279E0
1.132288471E1,-1.420995026E0,-2.211052094E0,4.445156250E0
1.133283571E1,-1.279090118E0,-2.181862793E0,6.120322723E0
1.134278771E1,-8.967851257E-1,-2.876418457E0,6.527625732E0
1.135273871E1,-4.766088867E-1,-4.259991302E0,6.014792175E0
1.136269071E1,-2.978805542E-1,-5.856421509E0,4.765340424E0
1.137264171E1,-2.405497742E-1,-7.117698669E0,3.172652435E0
1.138259371E1,-3.197351074E-1,-7.429649963E0,2.030527496E0
1.139254471E1,-8.223898315E-1,-7.003486176E0,2.063459015E0
1.140249571E1,-8.866062927E-1,-6.777605896E0,3.200195160E0
1.141244771E1,2.571652222E-1,-6.931785278E0,3.905229034E0
1.142239871E1,2.103276215E0,-7.360044708E0,3.854334869E0
1.143235071E1,3.539539490E0,-7.587421875E0,3.699856110E0
1.144230171E1,3.770209808E0,-7.086862793E0,4.213438110E0
1.145225371E1,3.235821075E0,-6.521039429E0,5.425467682E0
1.146220471E1,2.393223267E0,-6.272855530E0,6.537654877E0
1.147215671E1,1.406325531E0,-6.368955688E0,7.230414276E0
1.148210771E1,7.834707642E-1,-8.195906525E0,7.571255493E0
1.149205971E1,4.577481079E-1,-1.221594681E1,8.823102264E0
1.150201071E1,1.248254242E0,-1.683189789E1,9.468560028E0
1.151196271E1,2.721340942E0,-1.995111145E1,8.159681854E0
1.152191371E1,2.998115387E0,-2.142449753E1,5.213508453E0
1.153186471E1,2.151026917E0,-2.262574951E1,2.537672882E0
1.154181671E1,2.746338959E0,-2.214569778E1,6.176156616E-1
1.155176771E1,4.869374084E0,-2.143317947E1,-7.252418518E-1
1.156171971E1,6.253845062E0,-1.992940659E1,-5.393284607E-1
1.157167071E1,7.306007080E0,-1.675645477E1,4.698728943E-1
1.158162271E1,7.869884491E0,-1.377330826E1,1.388961639E0
1.159157371E1,7.848479004E0,-1.195354248E1,3.343297577E0
1.160152571E1,6.385571136E0,-1.051593201E1,5.889353027E0
1.161147671E1,3.948638763E0,-9.700278168E0,7.673941956E0
1.162142871E1,1.826352081E0,-1.055589890E1,7.267986145E0
1.163137971E1,1.356030121E0,-1.176792847E1,6.077661438E0
1.164133171E1,2.388882294E0,-1.246877106E1,4.085603943E0
1.165128271E1,4.427193604E0,-1.269539978E1,1.941163330E0
1.166123471E1,5.127736816E0,-1.230590973E1,6.466552734E-1
1.167118571E1,4.340224457E0,-1.106798401E1,3.860472107E-1
1.168113671E1,3.384312286E0,-9.502539368E0,1.053509216E0
1.169108871E1,2.265089722E0,-8.203091583E0,1.973945160E0
1.170103971E1,1.094374237E0,-7.391179962E0,2.589165802E0
1.171099171E1,2.939886475E-1,-6.795568542E0,2.983894958E0
1.172094271E1,-1.413061523E-1,-6.163133698E0,2.816842346E0
1.173089471E1,-3.953279114E-1,-5.687722321E0,2.593057709E0
1.174084571E1,-2.041754150E-1,-5.696254578E0,2.618654480E0
1.175079771E1,-1.182540894E-2,-6.105653229E0,2.631228333E0
1.176074871E1,1.017883301E-2,-6.513554993E0,2.896925812E0
1.177070071E1,7.574249268E-2,-6.674320679E0,2.986589355E0
1.178065171E1,3.025209045E-1,-6.579118652E0,3.000959473E0
1.179060371E1,6.198609924E-1,-6.384074249E0,2.968477020E0
1.180055471E1,8.333171082E-1,-6.137387238E0,2.618355103E0
1.181050671E1,1.023870850E0,-5.821244659E0,2.206262054E0
1.182045771E1,1.150058441E0,-5.461093597E0,1.998344421E0
1.183040971E1,1.148411865E0,-5.024451599E0,1.987716522E0
1.184036071E1,1.251996460E0,-4.756359100E0,2.250569916E0
1.185031171E1,1.175505524E0,-4.571493530E0,2.509531403E0
1.186026371E1,1.239721985E0,-4.359384613E0,2.831811218E0
1.187021471E1,1.478774872E0,-4.270170135E0,2.908302155E0
1.188016671E1,1.702858887E0,-4.389322357E0,2.634222107E0
1.189011771E1,2.554887085E0,-4.519401855E0,2.693349152E0
1.190006971E1,3.227438507E0,-4.209396515E0,3.149151306E0
1.191002071E1,3.070864105E0,-4.184099121E0,3.810775452E0
1.191997271E1,3.331322479E0,-4.631369019E0,4.142934723E0
1.192992371E1,3.183130646E0,-4.797373810E0,3.398233337E0
1.193987571E1,3.014431458E0,-5.076243896E0,2.146087189E0
1.194982671E1,2.602338409E0,-5.272036743E0,1.269809418E0
1.195977871E1,1.861828308E0,-5.315596161E0,1.344055023E0
1.196972971E1,1.183139648E0,-5.325475616E0,2.168091431E0
1.197968171E1,1.009650421E0,-5.507646790E0,3.519780579E0
1.198963271E1,1.248254242E0,-5.901926880E0,4.760251007E0
1.199958471E1,1.670975189E0,-6.360722809E0,5.512287140E0
1.200953571E1,2.375559998E0,-6.754104767E0,5.931565247E0
1.201948671E1,3.088976440E0,-7.106771393E0,5.917344818E0
1.202943871E1,3.671564941E0,-7.349566498E0,5.460345154E0
1.203938971E1,4.683909760E0,-8.064330139E0,3.953578491E0
1.204934171E1,6.303392029E0,-9.863887939E0,2.321522369E0
1.205929271E1,6.890770569E0,-1.258507919E1,8.740324402E-1
1.206924471E1,3.888912964E0,-1.435963898E1,-6.472540283E-1
1.207919571E1,-3.158432007E-1,-1.514206192E1,-1.187031555E0
1.208914771E1,-2.540367279E0,-1.605396561E1,1.817520447E0
1.209909871E1,-1.107846222E0,-1.861424149E1,8.909173279E0
1.210905071E1,2.216141510E0,-2.233729935E1,1.568333633E1
1.211900171E1,5.039719849E0,-2.488230698E1,1.309252396E1
1.212895371E1,3.221301270E0,-1.837908051E1,2.943329315E0
1.213890538E1,1.174008636E0,-9.533524933E0,4.435276794E-1
1.214885738E1,1.745370483E-1,-6.084846497E0,2.033970337E0
1.215880838E1,2.844085693E-2,-5.980064392E0,4.229903870E0
1.216876038E1,-1.211730194E0,-8.561147003E0,6.517746277E0
1.217871137E1,-4.239184570E0,-1.164847687E1,9.004075928E0
1.218866338E1,-3.165317688E0,-1.620904312E1,9.697434082E0
1.219861437E1,5.029541016E-2,-2.025108765E1,7.698191528E0
1.220856538E1,9.077124023E-1,-2.078053665E1,4.280348969E0
1.221851737E1,-6.429130554E-1,-1.800919968E1,2.703078918E0
1.222846838E1,2.168989563E-1,-1.400966675E1,1.214574280E0
1.223842037E1,2.871628418E0,-1.068567902E1,-1.954934692E-1
1.224837138E1,4.816084900E0,-8.855285339E0,2.676434326E-1
1.225832338E1,5.464087372E0,-7.221732330E0,1.434017944E0
1.226827438E1,5.061125336E0,-7.078031158E0,2.458936615E0
1.227822638E1,3.589685211E0,-7.138056335E0,3.240012360E0
1.228817737E1,1.757046204E0,-7.217391357E0,3.886517944E0
1.229812938E1,2.824626160E-1,-7.444020081E0,4.468507690E0
1.230808037E1,-7.300318909E-1,-7.660170593E0,5.015769653E0
1.231803238E1,-1.181493073E0,-7.762407990E0,4.767885132E0
1.232798337E1,-1.544188843E0,-7.883955231E0,3.944896545E0
1.233793538E1,-1.662442932E0,-8.156089325E0,3.229683838E0
1.234788637E1,-1.156195679E0,-8.471034393E0,2.666854248E0
1.235783838E1,-4.041595459E-3,-8.425229645E0,2.355352020E0
1.236778938E1,1.299447784E0,-7.908055115E0,2.259551239E0
1.237774138E1,1.976639557E0,-7.195686493E0,2.237247620E0
1.238769238E1,2.604434052E0,-6.477629700E0,2.571352844E0
1.239764437E1,3.024460602E0,-5.433101807E0,3.346890106E0
1.240759538E1,3.256777496E0,-4.465364227E0,4.156107330E0
1.241754637E1,3.342249756E0,-4.090843048E0,4.052373047E0
1.242749838E1,3.866908722E0,-4.154011688E0,3.667673035E0
1.243744937E1,4.452490997E0,-4.083657990E0,3.086731110E0
1.244740138E1,3.586392059E0,-3.484454041E0,2.272873535E0
1.245735237E1,1.399290161E0,-2.815046082E0,1.804946594E0
1.246730438E1,-1.057850189E0,-2.424957275E0,2.416874084E0
1.247725538E1,-2.399061127E0,-2.876119080E0,3.413351898E0
1.248720738E1,-2.255958710E0,-3.651207275E0,3.422931976E0
1.249715838E1,-5.622308350E-1,-4.803511047E0,2.805016937E0
1.250711037E1,1.030157776E0,-5.672005005E0,1.876048737E0
1.251706138E1,1.268162842E0,-6.413562927E0,1.877695312E0
1.252701337E1,7.827223206E-1,-7.129823456E0,2.997666321E0
1.253696438E1,-6.960525513E-2,-7.254065094E0,3.678151245E0
1.254691637E1,-6.026467896E-1,-6.985972595E0,3.569028168E0
1.255686738E1,-8.331674194E-1,-6.837780762E0,3.289259949E0
1.256681937E1,-6.089337158E-1,-6.784491577E0,3.785777435E0
1.257677038E1,4.498146057E-1,-6.568640442E0,4.360432434E0
1.258672238E1,2.000889130E0,-6.372398529E0,4.049229584E0
1.259667337E1,2.866539001E0,-6.104156342E0,2.997067566E0
1.260662538E1,2.510130157E0,-5.773194580E0,2.726580048E0
1.261657637E1,1.912123718E0,-5.419180756E0,3.842659149E0
1.262652838E1,1.700314178E0,-5.521867218E0,5.467081146E0
1.263647937E1,1.762285309E0,-6.506519623E0,7.086563416E0
1.264643138E1,1.780547333E0,-8.339008942E0,8.075107727E0
1.265638237E1,1.597328339E0,-1.118504059E1,8.109685822E0
1.266633338E1,4.968168640E-1,-1.460273346E1,7.400610352E0
1.267628538E1,-1.541793823E-2,-1.861618744E1,6.471492462E0
1.268623638E1,7.768844604E-1,-2.251168671E1,4.785099335E0
1.269618838E1,7.679031372E-1,-2.533676193E1,3.149450684E0
1.270613937E1,1.108145599E0,-2.661345703E1,4.422852631E0
1.271609138E1,4.452341309E0,-2.347568207E1,5.096751251E0
1.272604237E1,7.097640381E0,-1.810320419E1,2.338886261E0
1.273599438E1,7.454049225E0,-1.337798035E1,-8.726852417E-2
1.274594537E1,8.021519165E0,-1.091350525E1,1.487756195E0
1.275589738E1,8.127798157E0,-1.034154465E1,4.875661011E0
1.276584837E1,5.896089020E0,-1.020996826E1,7.003037109E0
1.277580038E1,3.003055115E0,-1.113609238E1,7.594606934E0
1.278575138E1,1.958976288E0,-1.229408432E1,6.895710297E0
1.279570338E1,2.544109497E0,-1.244062958E1,5.752387848E0
1.280565438E1,3.340004425E0,-1.256711655E1,3.602558441E0
1.281560637E1,3.228486328E0,-1.235066666E1,1.453776855E0
1.282555738E1,2.614014130E0,-1.139969421E1,5.300477600E-1
1.283550937E1,1.932631073E0,-1.001507355E1,9.084608459E-1
1.284546038E1,1.171164551E0,-8.593779144E0,2.098935242E0
1.285541237E1,6.779402161E-1,-7.520211639E0,2.975512390E0
1.286536338E1,5.870791626E-1,-6.802304535E0,3.701951752E0
1.287531537E1,7.934999084E-1,-6.463259583E0,4.281396790E0
1.288526638E1,1.203647003E0,-6.401887207E0,4.350103912E0
1.289521838E1,1.538949738E0,-6.439159698E0,4.031266937E0
1.290516938E1,1.781744843E0,-6.487808533E0,3.544030151E0
1.291512038E1,2.104773102E0,-6.553521881E0,2.987487488E0
1.292507237E1,2.232158203E0,-6.497238922E0,2.544408875E0
1.293502338E1,1.976489868E0,-6.381679230E0,2.505340118E0
1.294497537E1,1.481169891E0,-6.143674164E0,2.578537903E0
1.295492638E1,9.256750488E-1,-5.633085938E0,2.269281006E0
1.296487837E1,3.667373657E-1,-5.168302460E0,1.776954803E0
1.297482938E1,1.157093811E-1,-4.744982758E0,1.416204987E0
1.298478137E1,1.408570862E-1,-4.253404999E0,1.259031830E0
1.299473238E1,2.836601257E-1,-3.846101990E0,1.210083618E0
1.300468438E1,5.068460083E-1,-3.502716064E0,1.317709808E0
1.301463538E1,6.026467896E-1,-3.187172241E0,1.414259033E0
1.302458738E1,7.536827087E-1,-3.057990875E0,1.496138763E0
1.303453837E1,8.816665649E-1,-3.018772430E0,1.441053314E0
1.304449038E1,9.044192505E-1,-3.143014069E0,1.739832001E0
1.305444137E1,1.094823303E0,-3.375330963E0,2.554587708E0
1.306439338E1,1.431473236E0,-3.914958801E0,3.244802399E0
1.307434437E1,1.945204926E0,-4.370760956E0,3.974385223E0
1.308429638E1,2.399061127E0,-4.899611206E0,4.481829987E0
1.309424737E1,2.691702576E0,-5.406906281E0,4.913083191E0
1.310419938E1,2.974464569E0,-5.850583649E0,5.045707397E0
1.311415038E1,3.484454041E0,-6.350843353E0,4.928052063E0
1.312410238E1,4.239933014E0,-6.829847260E0,4.461172943E0
1.313405271E1,4.710704041E0,-7.289541321E0,3.972888336E0
1.314400471E1,4.004622345E0,-7.712861023E0,3.407214661E0
1.315395571E1,4.745581512E0,-8.313112793E0,2.639760590E0
1.316390771E1,4.748724976E0,-7.952812042E0,2.320773926E0
1.317385871E1,5.194947052E0,-7.768245850E0,3.487896881E0
1.318381071E1,5.863307190E0,-9.134155426E0,4.071832581E0
1.319376171E1,6.313720551E0,-1.174532547E1,3.294948120E0
