"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.149663333E1,1.589245148E0,-9.562115479E0,3.704795837E0
1.150658633E1,1.713786163E0,-9.540111237E0,3.615880737E0
1.151653833E1,1.915416870E0,-9.761500854E0,3.581152954E0
1.152649033E1,2.194586334E0,-1.013587234E1,3.471131744E0
1.153644233E1,2.264790344E0,-1.008782227E1,3.790268097E0
1.154639433E1,2.289788361E0,-9.878557434E0,3.968846741E0
1.155634633E1,2.242935791E0,-9.608369293E0,3.980073395E0
1.156629833E1,2.154619446E0,-9.145082703E0,4.022884369E0
1.157625133E1,2.359992371E0,-9.012308807E0,4.080514526E0
1.158620333E1,2.789748688E0,-8.906329193E0,3.893403625E0
1.159615533E1,3.047812042E0,-8.669222260E0,3.227588196E0
1.160610733E1,3.102897491E0,-8.447982330E0,2.539020081E0
1.161605933E1,3.269201660E0,-8.217761078E0,2.886447601E0
1.162601133E1,3.264561310E0,-7.909402313E0,3.417692871E0
1.163596433E1,3.180286560E0,-7.761360168E0,3.400029602E0
1.164591633E1,2.945125580E0,-7.519463196E0,2.767145691E0
1.165586833E1,3.007845154E0,-7.130871277E0,2.030228119E0
1.166582033E1,2.145638123E0,-6.751709747E0,3.402424622E0
1.167577233E1,5.264552307E-1,-7.524552612E0,4.733905792E0
1.168572433E1,4.466711426E-1,-8.489296417E0,3.057691498E0
1.169567733E1,4.806504822E-1,-8.810528412E0,2.473606110E0
1.170562933E1,1.243913269E0,-8.789721680E0,2.622995453E0
1.171558133E1,1.782493286E0,-7.794291687E0,3.036136322E0
1.172553333E1,2.010768585E0,-7.192243652E0,2.799478455E0
1.173548533E1,2.602637787E0,-6.790179749E0,2.642305298E0
1.174543733E1,2.861449585E0,-6.503974915E0,2.717898102E0
1.175538933E1,2.518213348E0,-6.347999268E0,2.625540161E0
1.176534233E1,2.088756409E0,-6.510261841E0,2.861449585E0
1.177529433E1,1.985620880E0,-7.016509094E0,2.970273285E0
1.178524633E1,2.082768860E0,-7.569459229E0,3.225642242E0
1.179519833E1,2.677482147E0,-7.753875732E0,4.151616669E0
1.180515033E1,3.601959686E0,-7.430548096E0,4.978347473E0
1.181510233E1,4.085454254E0,-7.167095947E0,3.947590942E0
1.182505533E1,3.539090424E0,-7.385791168E0,2.686613159E0
1.183500733E1,1.847009125E0,-7.691455536E0,3.272045746E0
1.184495933E1,-3.245251465E-1,-7.823630676E0,5.050647125E0
1.185491133E1,-5.580395508E-1,-7.881410522E0,5.404211884E0
1.186486333E1,9.095086670E-1,-7.574099579E0,4.840334473E0
1.187481533E1,2.150727539E0,-7.778873749E0,4.502337341E0
1.188476833E1,2.829416199E0,-8.395591278E0,4.404740295E0
1.189472033E1,3.017574921E0,-8.806935883E0,4.150419159E0
1.190467233E1,3.113824768E0,-9.269174652E0,4.085005188E0
1.191462433E1,2.930905151E0,-9.901310120E0,3.985462189E0
1.192457633E1,2.282303925E0,-1.052521271E1,3.889511719E0
1.193452833E1,1.765877838E0,-1.108654541E1,3.982019348E0
1.194448033E1,1.399739227E0,-1.143472137E1,4.112248535E0
1.195443333E1,1.218017120E0,-1.175834839E1,4.185745697E0
1.196438533E1,1.207239532E0,-1.208856171E1,4.420008545E0
1.197433733E1,1.047072601E0,-1.230186813E1,4.683011627E0
1.198428933E1,8.409512329E-1,-1.274764114E1,5.359904022E0
1.199424133E1,1.026714935E0,-1.329639999E1,5.837411041E0
1.200419333E1,2.509980469E0,-1.264375717E1,5.102738800E0
1.201414633E1,4.205354919E0,-1.236758148E1,4.709805908E0
1.202409833E1,4.017645264E0,-1.345057938E1,4.812342682E0
1.203405033E1,2.845133514E0,-1.396730484E1,5.785019989E0
1.204400233E1,2.443219299E0,-1.423629547E1,6.748865662E0
1.205395433E1,2.481539612E0,-1.456905350E1,6.370602264E0
1.206390633E1,2.774181061E0,-1.374217300E1,5.528752899E0
1.207385933E1,2.978655853E0,-1.212897766E1,4.399351501E0
1.208381133E1,2.696791992E0,-1.034648438E1,3.064277802E0
1.209376333E1,2.070045319E0,-8.993897095E0,2.183958435E0
1.210371533E1,1.553020477E0,-8.115074615E0,1.874851227E0
1.211366733E1,1.250200195E0,-7.347919922E0,1.739532623E0
1.212361933E1,1.511856079E0,-6.757697296E0,2.376308441E0
1.213357133E1,2.115550690E0,-6.248007202E0,3.582200775E0
1.214352433E1,2.633323975E0,-6.000122681E0,4.511318665E0
1.215347633E1,2.808160400E0,-6.274951172E0,5.010380859E0
1.216342833E1,2.895428925E0,-6.942113800E0,5.112169189E0
1.217338033E1,2.875819702E0,-7.723937988E0,4.400399323E0
1.218333233E1,2.574496307E0,-8.452173615E0,3.431613922E0
1.219328433E1,2.324665833E0,-9.013656006E0,2.614313507E0
1.220323733E1,2.245480499E0,-9.326206055E0,1.858535156E0
1.221318933E1,1.955683136E0,-9.396709442E0,1.398392029E0
1.222314133E1,1.577419739E0,-9.350605316E0,1.727557526E0
1.223309333E1,1.727108459E0,-9.130413208E0,2.001038818E0
1.224304533E1,1.716779938E0,-8.633296967E0,2.224973145E0
1.225299733E1,1.052012329E0,-8.193960571E0,3.360960846E0
1.226295033E1,8.123606873E-1,-7.851173401E0,4.813989258E0
1.227290233E1,1.462309113E0,-7.519912262E0,5.491480408E0
1.228285433E1,2.366428986E0,-7.226971436E0,5.314248962E0
1.229280633E1,2.820584564E0,-6.828200684E0,3.960314484E0
1.230275833E1,3.338357849E0,-7.576644287E0,3.521277466E0
1.231271033E1,4.753065948E0,-8.328680420E0,4.063300323E0
1.232266333E1,5.611530762E0,-8.629105682E0,2.580783234E0
1.233261533E1,5.248236237E0,-9.291927338E0,1.626667328E0
1.234256733E1,5.519472198E0,-1.007554779E1,2.017654266E0
1.235251933E1,5.593717804E0,-1.023616379E1,2.225122833E0
1.236247133E1,4.382436676E0,-1.017209702E1,2.289189606E0
1.237242333E1,3.087928619E0,-1.039109161E1,3.331172791E0
1.238237533E1,3.530857544E0,-9.870474243E0,3.770958252E0
1.239232833E1,4.724475403E0,-8.524922333E0,4.043840790E0
1.240228033E1,5.322332153E0,-7.339986420E0,3.649261322E0
1.241223233E1,5.316494293E0,-6.833589478E0,3.313359833E0
1.242218433E1,4.423002319E0,-6.877747650E0,2.988086243E0
1.243213633E1,3.110681305E0,-6.889722748E0,2.495310974E0
1.244208833E1,2.407892761E0,-6.920708313E0,2.207309875E0
1.245204133E1,2.595303040E0,-6.695576477E0,2.602937164E0
1.246199271E1,2.761158142E0,-6.296057281E0,2.330204315E0
1.247194471E1,2.348316650E0,-5.920488281E0,2.430944824E0
1.248189671E1,1.782642975E0,-5.694907379E0,2.971770172E0
1.249184871E1,1.162781982E0,-5.566474457E0,3.374432831E0
1.250180071E1,7.089257812E-1,-5.315596161E0,3.664828949E0
1.251175371E1,5.441184998E-1,-5.280269623E0,3.748205566E0
1.252170571E1,4.409829712E-1,-5.274282074E0,3.691473541E0
1.253165771E1,5.095404053E-1,-5.270689545E0,3.383713531E0
1.254160971E1,1.040336609E0,-5.437742157E0,2.736609192E0
1.255156171E1,1.517244873E0,-5.735023956E0,2.675835571E0
1.256151371E1,1.927990723E0,-5.802084503E0,3.193608856E0
1.257146671E1,2.393822021E0,-5.699847107E0,3.862567749E0
1.258141871E1,2.933150482E0,-5.706283722E0,4.562063141E0
1.259137071E1,3.526366882E0,-5.818400574E0,5.125790863E0
1.260132271E1,4.148622894E0,-6.167923737E0,5.368136902E0
1.261127471E1,4.861290894E0,-6.586902466E0,5.018464050E0
1.262122671E1,5.306165771E0,-6.547085266E0,5.537883911E0
1.263117871E1,5.655090179E0,-5.563780060E0,8.030201111E0
1.264113171E1,8.335566101E0,-8.243208160E0,7.058721313E0
1.265108371E1,1.092817474E1,-1.360071716E1,5.365741882E0
1.266103571E1,8.879684601E0,-1.362915802E1,5.141657867E0
1.267098771E1,7.364984436E0,-1.185145477E1,5.425467682E0
1.268093971E1,6.941065979E0,-1.087743027E1,6.350843353E0
1.269089271E1,5.691614227E0,-1.018197647E1,6.620133362E0
1.270084471E1,4.001778259E0,-1.002644989E1,6.096522217E0
1.271079671E1,2.843936005E0,-1.012853760E1,6.945406952E0
1.272074871E1,2.938988342E0,-1.083985840E1,6.554120636E0
1.273070071E1,4.465962982E0,-1.131077911E1,4.941823425E0
1.274065271E1,6.231242065E0,-1.098206268E1,4.397555237E0
1.275060471E1,6.819219360E0,-1.005040009E1,4.581372986E0
1.276055771E1,5.848488007E0,-8.895102539E0,4.598886566E0
1.277050971E1,4.428690491E0,-7.992030487E0,4.882696381E0
1.278046171E1,3.356919250E0,-7.268734589E0,4.580025787E0
1.279041371E1,2.679877167E0,-6.493347015E0,4.531227264E0
1.280036571E1,2.151176605E0,-6.144272919E0,4.970563660E0
1.281031771E1,1.838327179E0,-6.432872772E0,5.223088531E0
1.282027071E1,1.670077057E0,-7.189848633E0,4.956343231E0
1.283022271E1,1.629661102E0,-8.099656677E0,4.327500916E0
1.284017471E1,1.624122620E0,-8.799900513E0,3.952830048E0
1.285012671E1,1.802252197E0,-9.284891968E0,3.705244904E0
1.286007871E1,2.130369873E0,-9.700727234E0,3.429518280E0
1.287003071E1,2.337239685E0,-9.694889374E0,3.591930542E0
1.287998371E1,2.494113464E0,-9.544003143E0,3.557951202E0
1.288993571E1,2.647694092E0,-9.531578979E0,3.544628906E0
1.289988771E1,2.741997986E0,-9.542955322E0,3.359014893E0
1.290983971E1,2.892285461E0,-9.414372711E0,3.042123871E0
1.291979171E1,3.373534698E0,-9.368118896E0,2.665207672E0
1.292974371E1,3.777694244E0,-9.265432434E0,2.363285522E0
1.293969671E1,3.747906189E0,-8.857979736E0,2.394420776E0
1.294964871E1,3.638334045E0,-8.351732483E0,2.722987518E0
1.295960071E1,3.179538116E0,-8.300089874E0,1.410067749E0
1.296955271E1,2.323917389E0,-8.101153564E0,9.731263733E-1
1.297950471E1,1.728755035E0,-7.630232849E0,2.280058594E0
1.298945671E1,1.647174683E0,-6.991361389E0,3.463198242E0
1.299940971E1,1.823358307E0,-6.339616699E0,3.788621521E0
1.300936171E1,2.146386566E0,-5.796995087E0,3.875590668E0
1.301931371E1,5.179229736E-2,-5.984255676E0,5.702391815E0
1.302926571E1,6.821315002E-1,-7.113956451E0,4.151317291E0
1.303921771E1,7.258406067E-1,-7.722740479E0,3.263064423E0
1.304916971E1,1.062191162E0,-8.018226013E0,3.629502411E0
1.305912271E1,1.756896515E0,-7.596552887E0,3.799249420E0
1.306907471E1,1.701661377E0,-7.007677460E0,3.387306061E0
1.307902671E1,1.713187408E0,-6.830895081E0,2.534828796E0
1.308897871E1,1.683399353E0,-6.628066864E0,2.841540985E0
1.309893071E1,1.774410095E0,-6.243217163E0,3.633544006E0
1.310888271E1,1.654509430E0,-6.212081909E0,3.532953186E0
1.311883571E1,1.677711182E0,-6.273304596E0,3.669020233E0
1.312878771E1,1.812131653E0,-6.531367950E0,3.677851868E0
1.313873971E1,2.011217651E0,-6.911876678E0,3.386258240E0
1.314869171E1,1.992356873E0,-7.470664673E0,3.158581696E0
1.315864371E1,1.911974030E0,-8.464298401E0,3.379522247E0
1.316859571E1,1.964065704E0,-8.695567474E0,3.692970428E0
1.317854871E1,1.953437805E0,-8.562643890E0,3.799399109E0
1.318850071E1,1.926942902E0,-8.324638824E0,3.818708954E0
1.319845271E1,1.806443481E0,-8.229586487E0,3.747906189E0
1.320840471E1,1.670226746E0,-8.142767029E0,3.794309692E0
1.321835671E1,1.700014801E0,-8.258027344E0,3.826792145E0
1.322830871E1,1.689985657E0,-8.505612488E0,3.982169037E0
1.323826171E1,1.731599121E0,-8.781488800E0,4.241130524E0
1.324821371E1,1.695374451E0,-9.117240601E0,4.476590881E0
1.325816571E1,1.512155457E0,-9.492959290E0,4.573738861E0
1.326811771E1,1.281634827E0,-9.790989532E0,4.837041321E0
1.327806971E1,1.242715759E0,-9.798024902E0,5.102140045E0
1.328802171E1,1.526824951E0,-9.728569336E0,5.291196899E0
1.329797371E1,1.839225311E0,-9.765991516E0,5.357509003E0
1.330792671E1,1.844015350E0,-1.007704468E1,5.133574677E0
1.331787871E1,1.357676697E0,-1.061367874E1,5.204078064E0
1.332783071E1,1.349743195E0,-1.117082016E1,5.534740448E0
1.333778271E1,1.894909515E0,-1.110540619E1,4.865781555E0
1.334773471E1,2.875220947E0,-1.084524719E1,3.732338562E0
1.335768671E1,2.546803894E0,-1.189052353E1,3.274889832E0
1.336763971E1,1.671424255E0,-1.359472961E1,4.034410400E0
1.337759171E1,1.232985992E0,-1.410846130E1,4.985382843E0
1.338754371E1,1.619182892E0,-1.414738037E1,5.534740448E0
1.339749571E1,2.220332794E0,-1.384485947E1,6.388115845E0
1.340744771E1,2.884202271E0,-1.316901489E1,6.477929077E0
1.341739971E1,3.356170807E0,-1.221549774E1,5.250032501E0
1.342735271E1,3.315455475E0,-1.110121490E1,4.201013947E0
1.343730471E1,2.896476746E0,-1.008003845E1,4.215084686E0
1.344725671E1,2.414479065E0,-9.274713135E0,4.392166443E0
1.345720871E1,2.026036835E0,-8.588540039E0,4.205055542E0
1.346716171E1,1.804946594E0,-8.303832092E0,3.895199890E0
1.347711371E1,1.874402161E0,-8.198600922E0,3.571273499E0
1.348706671E1,1.987566833E0,-8.217910767E0,3.322341156E0
1.349701871E1,2.267185364E0,-8.050409088E0,3.110681305E0
1.350697071E1,2.696342926E0,-7.856113129E0,3.253184967E0
1.351692271E1,3.200644226E0,-7.994874573E0,3.555705872E0
1.352687471E1,3.553909607E0,-8.349636841E0,3.233575745E0
1.353682671E1,3.325933685E0,-8.914711761E0,2.797981567E0
1.354677971E1,2.801424408E0,-9.532477112E0,2.914738770E0
1.355673171E1,2.359393616E0,-1.014126114E1,3.300785980E0
1.356668371E1,2.123484192E0,-1.035381912E1,3.962559814E0
1.357663571E1,2.040556641E0,-1.004770569E1,5.021457825E0
1.358658771E1,2.416724396E0,-9.749376068E0,4.621639252E0
1.359653971E1,3.111729126E0,-9.608818359E0,2.784060516E0
1.360649271E1,4.237837372E0,-8.895252228E0,1.966460724E0
1.361644471E1,4.152814178E0,-7.996820526E0,1.525627441E0
1.362639671E1,3.795207825E0,-7.593110046E0,2.016157379E0
1.363634871E1,4.047433319E0,-7.101532288E0,2.298021240E0
1.364630071E1,3.876788177E0,-6.292464752E0,3.632047119E0
1.365625271E1,3.032843170E0,-5.903124390E0,4.159400482E0
1.366620571E1,2.727178802E0,-6.577921143E0,4.385430450E0
1.367615771E1,2.417622528E0,-7.477999420E0,3.375929718E0
1.368610971E1,2.590363312E0,-7.814050598E0,2.598296814E0
1.369606171E1,2.637964325E0,-7.794291687E0,3.147654419E0
1.370601371E1,3.130589905E0,-7.843539276E0,3.478017426E0
1.371596571E1,3.400029602E0,-7.733817444E0,3.244053955E0
1.372591871E1,3.927233276E0,-7.597600708E0,3.265010376E0
1.373587071E1,4.396058350E0,-7.160659332E0,3.251987457E0
1.374582271E1,4.136348419E0,-6.622079315E0,2.957400055E0
1.375577471E1,3.674409027E0,-6.423891449E0,2.821482697E0
1.376572671E1,3.190764771E0,-6.345604248E0,2.791694641E0
1.377567971E1,2.533032532E0,-6.292015686E0,2.725083160E0
1.378563171E1,2.247127075E0,-6.061644745E0,2.942880249E0
1.379558371E1,2.258353729E0,-5.476960602E0,3.060834961E0
1.380553571E1,2.364183655E0,-5.607638855E0,3.017574921E0
1.381548771E1,2.474055176E0,-5.910010071E0,3.067271576E0
1.382543971E1,2.571652222E0,-6.190077667E0,3.409909058E0
1.383539171E1,2.737507324E0,-6.323300629E0,3.729344788E0
1.384534471E1,2.866539001E0,-6.722520447E0,3.868255920E0
1.385529671E1,3.171454926E0,-7.036417694E0,3.945495300E0
1.386524871E1,3.185375977E0,-7.043153687E0,4.220174103E0
1.387520071E1,2.789598999E0,-7.259304199E0,4.543202362E0
1.388515271E1,2.271526337E0,-7.500452728E0,4.497696991E0
1.389510571E1,2.192041626E0,-7.653883667E0,4.364474030E0
1.390505771E1,2.328857117E0,-7.533234558E0,4.484374695E0
1.391500971E1,2.641706543E0,-7.384893036E0,4.818479919E0
1.392496171E1,3.259022827E0,-7.327412567E0,4.870272217E0
1.393491371E1,3.950734406E0,-7.238946533E0,4.769232330E0
1.394486571E1,4.637057190E0,-7.079078979E0,4.840633850E0
1.395481871E1,5.147795105E0,-6.807543640E0,5.145250397E0
1.396477071E1,5.556744690E0,-6.603517914E0,5.557942200E0
1.397472271E1,5.759872284E0,-6.680158539E0,5.706433411E0
1.398467471E1,6.021228790E0,-7.068002014E0,5.143154755E0
1.399462671E1,6.132447510E0,-7.640411682E0,5.123395844E0
1.400457871E1,6.291865997E0,-6.874155121E0,8.522078247E0
1.401453171E1,1.039962387E1,-9.642198944E0,7.536228333E0
1.402448371E1,1.070379135E1,-1.466650085E1,4.829856262E0
1.403443571E1,7.457342377E0,-1.467054245E1,6.146967316E0
1.404438771E1,6.828050995E0,-1.315718948E1,9.130712585E0
1.405433971E1,4.611161041E0,-1.138412659E1,6.929989014E0
1.406429171E1,2.683170319E0,-9.872569885E0,5.338498535E0
1.407424471E1,1.246457977E0,-9.266929321E0,4.902155914E0
1.408419671E1,1.592388611E0,-9.128018188E0,3.974684601E0
1.409414871E1,3.351081390E0,-8.843310242E0,2.583178253E0
1.410410071E1,4.464466095E0,-8.223149872E0,2.357297974E0
1.411405271E1,4.376299438E0,-7.518864441E0,3.758085022E0
1.412400471E1,3.645968170E0,-7.168592834E0,4.831502838E0
1.413395771E1,2.944975891E0,-7.188651123E0,4.924459534E0
1.414390971E1,2.317031708E0,-7.325167236E0,4.806355133E0
1.415386171E1,2.069446564E0,-7.710615692E0,4.709805908E0
1.416381371E1,2.257605286E0,-8.194709015E0,4.612208862E0
1.417376571E1,2.526146851E0,-8.607849884E0,4.234843597E0
1.418371871E1,2.560724945E0,-8.807384949E0,3.982169037E0
1.419367071E1,2.422412567E0,-8.885223083E0,4.046235809E0
1.420362271E1,2.297123108E0,-8.906628571E0,3.992198181E0
1.421357471E1,2.189047852E0,-8.641679535E0,3.917653198E0
1.422352671E1,2.388433228E0,-8.405919800E0,3.792214050E0
1.423347871E1,2.623594208E0,-8.182733917E0,3.473975830E0
1.424343171E1,2.994223480E0,-8.018974457E0,3.243754578E0
1.425338371E1,3.215912476E0,-8.021219788E0,3.306474152E0
1.426333571E1,3.265160065E0,-7.846533051E0,3.604055328E0
1.427328771E1,3.239563293E0,-8.002209320E0,2.355052643E0
1.428323971E1,2.800825653E0,-7.995473328E0,1.610201569E0
1.429319171E1,2.523602142E0,-7.732769623E0,2.261048126E0
1.430314471E1,2.389630737E0,-7.394922180E0,3.223995667E0
1.431309671E1,2.403701477E0,-7.256160736E0,3.635639648E0
1.432304871E1,2.333647156E0,-7.288194122E0,3.424877930E0
1.433300071E1,1.972747650E0,-7.286547546E0,3.210673370E0
1.434295271E1,1.458117828E0,-7.278763733E0,3.317700806E0
1.435290471E1,1.000669098E0,-7.110214233E0,3.638334045E0
1.436285771E1,5.285508728E-1,-6.962621155E0,3.891008606E0
1.437280971E1,7.378157043E-1,-7.281308441E0,3.604205017E0
1.438276171E1,1.202748871E0,-7.540718994E0,3.011587372E0
1.439271371E1,1.408720551E0,-8.067473602E0,3.159629517E0
1.440266571E1,2.452050934E0,-8.002209320E0,2.645598450E0
1.441261771E1,3.010539551E0,-6.896907806E0,2.839744720E0
1.442257071E1,1.208287354E0,-7.101981354E0,4.120182037E0
1.443252271E1,1.928439789E0,-7.613018646E0,3.255729675E0
1.444247471E1,1.893712006E0,-7.224726105E0,3.796854401E0
1.445242671E1,2.029779053E0,-7.047494659E0,3.890709229E0
1.446237821E1,2.304308167E0,-6.843618622E0,3.737727356E0
1.447233021E1,2.332449646E0,-6.727460175E0,3.542084198E0
1.448228321E1,2.404898987E0,-6.947801971E0,3.493734741E0
1.449223521E1,2.470312958E0,-7.488777008E0,3.478616180E0
1.450218721E1,2.484832764E0,-8.071664886E0,3.873944092E0
1.451213921E1,2.448308716E0,-8.387059021E0,4.106260986E0
1.452209121E1,2.413880310E0,-8.488398285E0,4.069587250E0
1.453204421E1,2.322270813E0,-8.441994781E0,4.080664215E0
1.454199621E1,2.236050110E0,-8.349936218E0,4.148622894E0
1.455194821E1,2.088606720E0,-8.444389801E0,4.140539703E0
1.456190021E1,1.757794647E0,-8.717721405E0,4.318220215E0
1.457185221E1,1.500779114E0,-8.878038025E0,4.730163574E0
1.458180421E1,1.428030396E0,-8.875942383E0,4.948409729E0
1.459175721E1,1.438957672E0,-8.785979462E0,4.979844360E0
1.460170921E1,1.591490479E0,-8.796307983E0,4.952451324E0
1.461166121E1,1.888173523E0,-8.945847015E0,4.908293152E0
1.462161321E1,2.267933807E0,-9.178313599E0,4.812192993E0
1.463156521E1,2.729124756E0,-9.586215363E0,4.698579254E0
1.464151721E1,3.002755737E0,-1.025337799E1,4.860991516E0
1.465147021E1,2.672542419E0,-1.107097778E1,5.206922150E0
1.466142221E1,2.509232025E0,-1.222058716E1,6.063441010E0
1.467137421E1,1.981878662E0,-1.261157410E1,6.160439301E0
1.468132621E1,1.680704956E0,-1.258073822E1,5.492079163E0
1.469127821E1,1.797312469E0,-1.340133179E1,5.779331818E0
1.470123021E1,1.592538300E0,-1.396580795E1,5.946833496E0
1.471118321E1,1.242416382E0,-1.397299301E1,5.995632019E0
1.472113521E1,1.497935028E0,-1.352901627E1,7.508685608E0
1.473108721E1,2.288890228E0,-1.272533752E1,8.470285950E0
1.474103921E1,3.109932861E0,-1.198153427E1,7.620503082E0
1.475099121E1,3.894002380E0,-1.115749786E1,6.125412140E0
1.476094321E1,4.248614960E0,-1.025547363E1,4.306245117E0
1.477089621E1,3.990102539E0,-9.533524933E0,2.484832764E0
1.478084821E1,2.688708801E0,-9.129365387E0,1.581311646E0
1.479080021E1,1.510209503E0,-8.918304291E0,1.503323822E0
1.480075221E1,1.619781647E0,-8.076903992E0,1.814227295E0
1.481070421E1,1.839524689E0,-6.688840485E0,2.965183868E0
1.482065721E1,2.437980194E0,-5.844296722E0,4.594545593E0
1.483060921E1,2.760709076E0,-5.841752014E0,5.586832123E0
1.484056121E1,2.302511902E0,-6.497238922E0,5.506598969E0
1.485051321E1,1.787283325E0,-7.585775299E0,5.696404266E0
1.486046521E1,1.700763245E0,-8.926537170E0,6.186934204E0
1.487041721E1,1.495839386E0,-1.010488678E1,5.315596161E0
1.488037021E1,1.559008026E0,-1.152438492E1,3.151097260E0
1.489032221E1,1.851799164E0,-1.239198074E1,1.425036621E0
1.490027421E1,2.686463470E0,-1.193528046E1,9.131011963E-1
1.491022621E1,3.912563782E0,-1.049692154E1,2.362537079E0
1.492017821E1,4.805457001E0,-8.527317352E0,2.340682526E0
1.493013021E1,5.417534180E0,-6.744674377E0,3.100203094E0
1.494008321E1,6.381529541E0,-5.467679901E0,3.935615845E0
1.495003521E1,6.487958221E0,-5.463039551E0,4.253255310E0
1.495998721E1,5.788612518E0,-6.310128021E0,3.998485107E0
1.496993921E1,5.486241302E0,-7.679779816E0,2.717748413E0
1.497989121E1,4.048780518E0,-7.803422699E0,2.659369812E0
1.498984321E1,3.526516571E0,-8.347541199E0,4.661905518E0
1.499979621E1,3.255729675E0,-8.448581085E0,5.770500183E0
1.500974821E1,3.276686096E0,-7.707921295E0,5.681585083E0
1.501970021E1,3.648812256E0,-6.818620605E0,4.422852631E0
1.502965221E1,3.696113892E0,-6.120023346E0,2.718945923E0
1.503960421E1,3.620221710E0,-5.870043182E0,1.797312469E0
1.504955721E1,3.544928284E0,-5.827082520E0,1.953737183E0
1.505950921E1,2.671494598E0,-5.510490875E0,2.191891937E0
1.506946121E1,1.712888031E0,-5.481750641E0,2.446213074E0
1.507941321E1,9.958790588E-1,-5.998027039E0,2.643353119E0
1.508936521E1,7.737409973E-1,-6.843468933E0,2.815794525E0
1.509931721E1,1.025367737E0,-7.539671173E0,3.081192627E0
1.510927021E1,1.407822418E0,-7.734116821E0,3.333717499E0
1.511922221E1,1.879042511E0,-7.422015839E0,3.602857819E0
1.512917421E1,2.314786377E0,-6.711892548E0,3.878883820E0
1.513912621E1,2.773282928E0,-5.937403107E0,4.062851257E0
1.514907821E1,2.829715576E0,-5.717959442E0,4.076622620E0
1.515903021E1,2.738405457E0,-5.921835480E0,4.033512268E0
1.516898321E1,2.642454987E0,-6.195915527E0,4.176764374E0
1.517893521E1,2.793490906E0,-6.396947479E0,4.199517059E0
1.518888721E1,3.169958038E0,-6.553372192E0,4.184997253E0
1.519883921E1,3.567830658E0,-6.658004608E0,4.250261536E0
1.520879121E1,3.913611603E0,-6.718628540E0,4.312232666E0
1.521874421E1,4.165388031E0,-6.721472626E0,4.403842163E0
1.522869621E1,4.333787842E0,-6.499783630E0,4.553979950E0
1.523864821E1,4.461322632E0,-6.091881866E0,4.866380310E0
1.524860021E1,4.442761230E0,-5.992937622E0,5.358407135E0
1.525855221E1,4.201612701E0,-6.036497040E0,5.746100922E0
1.526850421E1,3.910318451E0,-6.164929962E0,5.645809479E0
1.527845721E1,4.359384613E0,-6.619983673E0,4.984634399E0
1.528840921E1,5.285508728E0,-7.047344971E0,5.488786011E0
1.529836121E1,6.126459961E0,-7.044201508E0,6.200855255E0
1.530831321E1,6.895560608E0,-6.184239807E0,6.027815094E0
1.531826521E1,7.019951935E0,-4.231999512E0,8.449628906E0
1.532821721E1,9.004674683E0,-3.826792145E0,8.755592651E0
1.533817021E1,1.279224838E1,-7.681127014E0,7.043602753E0
1.534812221E1,1.007869125E1,-1.045321243E1,6.170767822E0
1.535807421E1,7.368576965E0,-1.059436890E1,6.833439789E0
1.536802621E1,5.659880219E0,-1.044512924E1,8.364456024E0
1.537797821E1,2.623594208E0,-1.013826736E1,6.277944946E0
1.538793021E1,2.075733490E0,-1.081650696E1,5.015619965E0
1.539788321E1,2.709066467E0,-1.091964249E1,3.761976929E0
1.540783521E1,3.783532104E0,-1.134535721E1,3.113974457E0
1.541778721E1,4.744683380E0,-1.181657730E1,3.488196259E0
1.542773921E1,4.714296570E0,-1.139460480E1,3.280877380E0
1.543769121E1,4.071982269E0,-1.057221497E1,3.266656952E0
1.544764421E1,3.167563019E0,-9.861792297E0,3.183280334E0
1.545759621E1,2.733316040E0,-9.316925354E0,3.037633209E0
1.546754771E1,2.287393341E0,-8.656349030E0,3.347189484E0
1.547749971E1,1.995350647E0,-8.203540649E0,3.901486816E0
1.548745171E1,1.988015900E0,-7.845036163E0,4.276906128E0
1.549740371E1,2.254910889E0,-7.612270203E0,4.413122864E0
1.550735671E1,2.754272461E0,-7.492668915E0,4.384083252E0
1.551730871E1,3.136278076E0,-7.706723785E0,3.982169037E0
1.552726071E1,3.158432007E0,-8.099956055E0,3.486100616E0
1.553721271E1,2.922672272E0,-8.300838318E0,3.293301544E0
1.554716471E1,2.728376312E0,-8.488098907E0,3.393592987E0
1.555711771E1,2.582280121E0,-8.751850433E0,3.528911591E0
1.556706971E1,2.274071045E0,-8.894653473E0,3.708238678E0
1.557702171E1,2.207309875E0,-8.845555573E0,4.183500366E0
1.558697371E1,2.223027191E0,-8.770860901E0,3.761677551E0
1.559692571E1,2.266436920E0,-8.564140778E0,3.322939911E0
1.560687771E1,2.446961517E0,-8.219856720E0,3.521127777E0
1.561683071E1,2.742746429E0,-7.932454376E0,3.790118408E0
1.562678271E1,2.949316864E0,-7.680677948E0,3.757935333E0
1.563673471E1,2.737207947E0,-7.438182220E0,3.381617889E0
1.564668671E1,2.673290863E0,-7.458839264E0,3.272943878E0
1.565663871E1,2.793939972E0,-7.744595032E0,3.014730835E0
1.566659071E1,2.480791168E0,-7.938441925E0,2.814896393E0
1.567654371E1,1.781894531E0,-7.825876007E0,2.881807251E0
1.568649571E1,1.053359528E0,-7.641010437E0,3.266507263E0
